panel	vclass	cell	n_cells	n_found	recall	delta_vs_full
one_per_cell_nonhuman	Hyperoartia	RYR	1	1	1.0	0
one_per_cell_nonhuman	Lepidosauria	ITPR1	5	4	0.8	0
one_per_cell_nonhuman	Lepidosauria	ITPR2	5	3	0.6	0
one_per_cell_nonhuman	Lepidosauria	ITPR3	5	4	0.8	0
one_per_cell_nonhuman	Lepidosauria	RYR	5	5	1.0	0
one_per_cell_nonhuman	Mammalia	ITPR1	37	37	1.0	0
one_per_cell_nonhuman	Mammalia	ITPR2	37	37	1.0	0
one_per_cell_nonhuman	Mammalia	ITPR3	37	36	0.973	0
one_per_cell_nonhuman	Mammalia	RYR	37	37	1.0	0
one_per_cell_nonhuman	Myxini	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Myxini	ITPR2	1	0	0.0	0
one_per_cell_nonhuman	Myxini	ITPR3	1	0	0.0	0
one_per_cell_nonhuman	Myxini	RYR	1	1	1.0	0
one_per_cell_nonhuman	Testudines	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Testudines	ITPR2	1	1	1.0	0
one_per_cell_nonhuman	Testudines	ITPR3	1	1	1.0	0
one_per_cell_nonhuman	Testudines	RYR	1	1	1.0	0
s3_seeds_only	Actinopteri	ITPR1	88	79	0.8977	0
s3_seeds_only	Actinopteri	ITPR2	88	79	0.8977	0
s3_seeds_only	Actinopteri	ITPR3	88	77	0.875	-1
s3_seeds_only	Actinopteri	RYR	88	81	0.9205	0
s3_seeds_only	Amphibia	ITPR1	8	7	0.875	0
s3_seeds_only	Amphibia	ITPR2	8	7	0.875	0
s3_seeds_only	Amphibia	ITPR3	8	7	0.875	0
s3_seeds_only	Amphibia	RYR	8	8	1.0	0
s3_seeds_only	Aves	ITPR1	152	115	0.7566	0
s3_seeds_only	Aves	ITPR2	152	110	0.7237	0
s3_seeds_only	Aves	ITPR3	152	127	0.8355	0
s3_seeds_only	Aves	RYR	152	117	0.7697	0
s3_seeds_only	Chondrichthyes	ITPR1	12	12	1.0	0
s3_seeds_only	Chondrichthyes	ITPR2	12	12	1.0	0
s3_seeds_only	Chondrichthyes	ITPR3	12	12	1.0	0
s3_seeds_only	Chondrichthyes	RYR	12	12	1.0	0
s3_seeds_only	Cladistia	ITPR1	1	1	1.0	0
s3_seeds_only	Cladistia	ITPR2	1	1	1.0	0
s3_seeds_only	Cladistia	ITPR3	1	1	1.0	0
s3_seeds_only	Cladistia	RYR	1	1	1.0	0
s3_seeds_only	Coelacanthimorpha	ITPR1	1	1	1.0	0
s3_seeds_only	Coelacanthimorpha	ITPR2	1	1	1.0	0
s3_seeds_only	Coelacanthimorpha	ITPR3	1	1	1.0	0
s3_seeds_only	Coelacanthimorpha	RYR	1	1	1.0	0
s3_seeds_only	Crocodylia	ITPR1	1	1	1.0	0
s3_seeds_only	Crocodylia	ITPR2	1	1	1.0	0
s3_seeds_only	Crocodylia	ITPR3	1	1	1.0	0
s3_seeds_only	Crocodylia	RYR	1	1	1.0	0
s3_seeds_only	Dipnoi	ITPR1	1	1	1.0	0
s3_seeds_only	Dipnoi	ITPR2	1	1	1.0	0
s3_seeds_only	Dipnoi	ITPR3	1	1	1.0	0
s3_seeds_only	Dipnoi	RYR	1	1	1.0	0
s3_seeds_only	Hyperoartia	ITPR1	1	1	1.0	0
s3_seeds_only	Hyperoartia	ITPR2	1	0	0.0	0
s3_seeds_only	Hyperoartia	ITPR3	1	0	0.0	0
s3_seeds_only	Hyperoartia	RYR	1	1	1.0	0
s3_seeds_only	Lepidosauria	ITPR1	5	4	0.8	0
s3_seeds_only	Lepidosauria	ITPR2	5	3	0.6	0
s3_seeds_only	Lepidosauria	ITPR3	5	4	0.8	0
s3_seeds_only	Lepidosauria	RYR	5	5	1.0	0
s3_seeds_only	Mammalia	ITPR1	37	37	1.0	0
s3_seeds_only	Mammalia	ITPR2	37	37	1.0	0
s3_seeds_only	Mammalia	ITPR3	37	36	0.973	0
s3_seeds_only	Mammalia	RYR	37	37	1.0	0
s3_seeds_only	Myxini	ITPR1	1	1	1.0	0
s3_seeds_only	Myxini	ITPR2	1	0	0.0	0
s3_seeds_only	Myxini	ITPR3	1	0	0.0	0
s3_seeds_only	Myxini	RYR	1	1	1.0	0
s3_seeds_only	Testudines	ITPR1	1	1	1.0	0
s3_seeds_only	Testudines	ITPR2	1	1	1.0	0
s3_seeds_only	Testudines	ITPR3	1	1	1.0	0
s3_seeds_only	Testudines	RYR	1	1	1.0	0
