accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0AAW0XW20	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1224.3	168.5	0.8624	interpro+calibration	InterPro	OTU49_015977	Inositol 1,4,5-trisphosphate receptor	Cherax quadricarinatus (Australian red claw crayfish)	27406	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	822	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW0XY89	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2200.5	308.7	0.8597	interpro+calibration	InterPro	OTU49_015979	Inositol 1,4,5-trisphosphate receptor	Cherax quadricarinatus (Australian red claw crayfish)	27406	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	1797	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0AAW0YAM3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1480.7	102.5	0.9308	interpro+calibration	InterPro	OTU49_015979	Inositol 1,4,5-trisphosphate receptor	Cherax quadricarinatus (Australian red claw crayfish)	27406	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	1254	0		0	Predicted	1	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0AAW1BBJ3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1553.2	302.5	0.8052	interpro+calibration+sweep	InterPro	NXF25_012448	Inositol -C4-5-trisphosphate receptor type 2	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	1034	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAW1BBT7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1964.9	162.6	0.9172	interpro+calibration+sweep	InterPro	NXF25_012446	Inositol 1,4,5-trisphosphate receptor	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	1267	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW1BUK5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2614.4	289.9	0.8891	interpro+calibration+sweep	InterPro	NXF25_004855	Inositol -C4-5-trisphosphate receptor type 1	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	1655	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0AAW1BWH0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1714.7	158.5	0.9076	interpro+calibration+sweep	InterPro	NXF25_004854	Inositol 1,4,5-trisphosphate receptor	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	1048	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW1C5G7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	95.6	577.3	0.8344	interpro+calibration+sweep	InterPro	NXF25_000847	RYR3: Ryanodine receptor 3	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	485	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW1CLZ8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	506.5	76.4	0.8492	interpro+calibration	InterPro	O3M35_004222	Inositol 1,4,5-trisphosphate receptor	Rhynocoris fuscipes	488301	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hemiptera	Reduviidae	292	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0AAW2A2M8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2754.3	133.7	0.9515	interpro+calibration+sweep	InterPro	ABG768_003850	Inositol 1,4,5-trisphosphate receptor	Culter alburnus (Topmouth culter)	194366	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Xenocyprididae	1763	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAZ1Y4N9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	534.5	75.7	0.8584	interpro+calibration	InterPro	LOC116326605	Inositol 1,4,5-trisphosphate receptor	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	47969	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	294	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0AAZ3Q9W7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	174.6	845.9	0.7936	interpro+calibration+sweep	InterPro		MIR domain-containing protein	Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha)	74940	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	531	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAZ3RU46	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	127.6	750.2	0.8299	interpro+calibration	InterPro		MIR domain-containing protein	Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha)	74940	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	514	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AB34GZW5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1865.2	299.3	0.8395	interpro+calibration+sweep	InterPro	J1605_006627	Inositol 1,4,5-trisphosphate receptor type 2	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	9764	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Eschrichtiidae	1244	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AB34H7E6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1503.2	282.0	0.8124	interpro+calibration+sweep	InterPro	J1605_005462	Inositol 1,4,5-trisphosphate receptor type 1	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	9764	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Eschrichtiidae	962	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AB34HC06	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2654.5	154.0	0.942	interpro+calibration+sweep	InterPro	J1605_005463	Inositol 1,4,5-trisphosphate receptor	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	9764	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Eschrichtiidae	1745	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AB34IYJ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	179.4	0.0	1.0	interpro+calibration	InterPro	AB1Y20_004595	PH domain-containing protein	Prymnesium parvum (Toxic golden alga)	97485	Eukaryota (other)		Haptophyta		Prymnesiales	Prymnesiaceae	1529	0		0	Predicted	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0AB34JDU8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	428.2	111.3	0.7401	interpro+calibration	InterPro	AB1Y20_003350	WWE domain-containing protein	Prymnesium parvum (Toxic golden alga)	97485	Eukaryota (other)		Haptophyta		Prymnesiales	Prymnesiaceae	2715	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0ABC9WNQ5	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	0.0	293.4	1.0	interpro+calibration+sweep	InterPro	GRJ2_001174300	Ryanodine receptor 2	Grus japonensis (Japanese crane) (Red-crowned crane)	30415	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	269	0		0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0ABD0JLV6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	854.6	192.3	0.775	interpro+calibration	InterPro	BaRGS_00032752	Inositol 1,4,5-trisphosphate receptor	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Batillariidae	1724	0	fragment	0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0ABD0JM64	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	279.8	44.0	0.8427	interpro+calibration	InterPro	BaRGS_00032753	RIH domain-containing protein	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Batillariidae	473	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0ABD0L3H6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1429.2	79.4	0.9444	interpro+calibration	InterPro	BaRGS_00014849	Inositol 1,4,5-trisphosphate receptor	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Batillariidae	1252	0		0	Inferred from homology	1	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0ABD0LFL2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	800.6	96.3	0.8797	interpro+calibration	InterPro	BaRGS_00010631	Inositol 1,4,5-trisphosphate receptor	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Batillariidae	1739	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD0LYC0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	790.4	116.6	0.8525	interpro+calibration	InterPro	BaRGS_00004036	Inositol 1,4,5-trisphosphate receptor	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Batillariidae	1285	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD0YFK1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2251.2	132.0	0.9414	interpro+calibration	InterPro	AAG570_013013	Inositol 1,4,5-trisphosphate receptor	Ranatra chinensis	642074	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hemiptera	Nepidae	1723	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0ABD0YFU7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1026.1	135.1	0.8683	interpro+calibration	InterPro	AAG570_013014	Inositol 1,4,5-trisphosphate receptor	Ranatra chinensis	642074	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hemiptera	Nepidae	655	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD1K2T1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1449.0	311.2	0.7852	interpro+calibration+sweep	InterPro	ACEWY4_010752	Inositol 1,4,5-trisphosphate receptor type 2	Coilia grayii (Gray's grenadier anchovy)	363190	Vertebrata	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	1135	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0ABD1K2U5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1354.4	154.3	0.8861	interpro+calibration+sweep	InterPro	ACEWY4_010754	Inositol 1,4,5-trisphosphate receptor	Coilia grayii (Gray's grenadier anchovy)	363190	Vertebrata	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	868	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD2CE60	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1358.8	283.1	0.7917	interpro+calibration	InterPro	V1477_008846	Inositol 1,4,5-trisphosphate receptor type 1	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	1086	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0ABD2CGI1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2338.1	162.7	0.9304	interpro+calibration	InterPro	V1477_008847	Inositol 1,4,5-trisphosphate receptor	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	1734	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD3FTP6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	970.1	270.3	0.7214	interpro+calibration	InterPro	V7S43_005030	Ion transport domain-containing protein	Phytophthora oleae	2107226	SAR		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	1869	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0ABD3UF86	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	583.5	177.6	0.6956	interpro+calibration	InterPro	ACJMK2_019063	Uncharacterized protein	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	932	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0ABD3UFE2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	693.3	116.8	0.8315	interpro+calibration	InterPro	ACJMK2_019123	Inositol 1,4,5-trisphosphate receptor	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	1390	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD3UGS2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	836.6	174.4	0.7915	interpro+calibration	InterPro	ACJMK2_019064	Uncharacterized protein	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	1597	0	fragment	0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0ABD3UIP1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	154.9	39.7	0.7437	interpro+calibration	InterPro	ACJMK2_019059	RIH domain-containing protein	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	300	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0ABD3UWE3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2373.9	167.0	0.9297	interpro+calibration	InterPro	ACJMK2_017288	Inositol 1,4,5-trisphosphate receptor	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	1695	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD3UWF0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1388.5	312.2	0.7752	interpro+calibration	InterPro	ACJMK2_017287	Inositol 1,4,5-trisphosphate receptor type 1	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	1020	0	fragment	0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0ABD3VFF0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	937.2	124.2	0.8675	interpro+calibration	InterPro	ACJMK2_010455	Inositol 1,4,5-trisphosphate receptor	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	1898	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD6EEE9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1160.8	131.5	0.8867	interpro+calibration	InterPro	AB6A40_005089	Inositol 1,4,5-trisphosphate receptor	Gnathostoma spinigerum	75299	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Gnathostomatidae	1188	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABD6ENC4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	325.8	0.0	1.0	interpro+calibration	InterPro	AB6A40_008000	RIH domain-containing protein	Gnathostoma spinigerum	75299	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Gnathostomatidae	356	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0ABM0PZC4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1213.2	97.6	0.9196	interpro+calibration+sweep	InterPro	LOC103581401	Inositol 1,4,5-trisphosphate receptor	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	756	0		0	Inferred from homology	0	PF01365	PF01365;PF02815	2		unassigned
A0ABM0QU59	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	907.6	60.5	0.9333	interpro+calibration+sweep	InterPro	LOC103591263	Inositol 1,4,5-trisphosphate receptor	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	542	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0ABM0S194	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1640.1	81.7	0.9502	interpro+calibration+sweep	InterPro	LOC103603825	Inositol 1,4,5-trisphosphate receptor type 2	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	1102	0		0	Predicted	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0ABM0S2P1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1509.3	164.6	0.8909	interpro+calibration+sweep	InterPro	LOC103604351	Inositol 1,4,5-trisphosphate receptor	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	1012	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABM1F5M1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	434.8	30.3	0.9303	interpro+calibration	InterPro	LOC106819653	Inositol 1,4,5-trisphosphate receptor	Priapulus caudatus (Priapulid worm)	37621	Metazoa (non-vertebrate)	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	Priapulidae	367	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABM1F6W4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	286.5	32.9	0.8852	interpro+calibration	InterPro	LOC106820154	Inositol 1,4,5-trisphosphate receptor-like	Priapulus caudatus (Priapulid worm)	37621	Metazoa (non-vertebrate)	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	Priapulidae	234	0		0	Predicted	0	PF01365	PF01365	1		unassigned
A0ABM1KC28	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	0.0	304.9	1.0	interpro+calibration+sweep	InterPro	LOC107114335	Ryanodine receptor 1-like	Gekko japonicus (Schlegel's Japanese gecko)	146911	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Gekkonidae	309	0		0	Predicted	0	PF01365	PF01365;PF02815	2		unassigned
A0ABM1PB88	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1220.3	80.3	0.9342	interpro+calibration	InterPro	LOC108614710	Inositol 1,4,5-trisphosphate receptor	Drosophila arizonae (Fruit fly)	7263	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	1001	0		0	Predicted	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0ABM3DCI8	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	59.2	713.2	0.917	interpro+calibration+sweep	InterPro	LOC106593730	Ryanodine receptor 2	Salmo salar (Atlantic salmon)	8030	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	390	0		0	Predicted	0	PF01365	PF01365	1		unassigned
A0ABM3ZNQ4	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	109.5	800.9	0.8633	interpro+calibration+sweep	InterPro	LOC117677600	Ryanodine receptor 1-like	Pantherophis guttatus (Corn snake) (Elaphe guttata)	94885	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	497	0		0	Predicted	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0ABN7AHF9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2384.3	292.4	0.8774	interpro+calibration	InterPro	NTJ_02583	Inositol 1,4,5-trisphosphate	Nesidiocoris tenuis	355587	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	1807	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
