accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0A8C6W4Y2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	941.9	41.0	0.9565	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor type 2	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	646	0		0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0A8C6XM50	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	453.4	78.3	0.8273	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	258	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8C7E1Y5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	742.2	74.9	0.8991	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	444	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8C7R8H3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1430.4	140.2	0.902	interpro+calibration	InterPro	LOC110532282	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	951	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8C7UGH4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1203.5	340.3	0.7172	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	672	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A8C8WKZ9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1315.8	326.8	0.7516	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Panthera leo (Lion)	9689	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A8C9F1Y1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2413.3	232.9	0.9035	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	1864	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		unassigned
A0A8C9F344	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2499.9	226.7	0.9093	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	1888	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		unassigned
A0A8C9F4P0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2509.9	233.7	0.9069	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	1963	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		unassigned
A0A8C9F550	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2488.9	234.2	0.9059	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	1979	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		unassigned
A0A8C9FND1	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	101.4	824.7	0.877	interpro+calibration+sweep	InterPro		MIR domain-containing protein	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	577	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8C9HR53	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	916.1	113.0	0.8767	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Piliocolobus tephrosceles (Ugandan red Colobus)	591936	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	576	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8C9JMJ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1315.8	326.8	0.7516	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Panthera tigris altaica (Siberian tiger)	74533	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A8C9L8C0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2467.8	234.6	0.9049	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	1893	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		unassigned
A0A8C9YAK4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	423.0	41.8	0.9012	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Sander lucioperca (Pike-perch) (Perca lucioperca)	283035	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	252	0		0	Inferred from homology	1	PF08709	PF08709	1		unassigned
A0A8D0HDA3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2517.8	295.5	0.8826	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor type 2	Sphenodon punctatus (Tuatara) (Hatteria punctata)	8508	Vertebrata	Metazoa	Chordata	Lepidosauria	Sphenodontia	Sphenodontidae	1635	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A8D2CR09	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	399.3	73.3	0.8164	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Sciurus vulgaris (Eurasian red squirrel)	55149	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	287	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8D2G296	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1315.6	328.0	0.7507	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Theropithecus gelada (Gelada baboon)	9565	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A8E0RU88	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	145.9	0.0	1.0	interpro+calibration	InterPro	FBUS_00872	Inositol 1,4,5-trisphosphate receptor	Fasciolopsis buskii	27845	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	260	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A8E0VKM0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	230.4	46.4	0.7986	interpro+calibration	InterPro	FBUS_00873	Inositol 1 4 5-trisphosphate receptor	Fasciolopsis buskii	27845	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	274	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A8J2HMJ1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2222.0	172.8	0.9222	interpro+calibration	InterPro	HICCMSTLAB_LOCUS10400	Inositol 1,4,5-trisphosphate receptor	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	1615	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8J2K4J8	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	53.0	562.5	0.9058	interpro+calibration	InterPro	AFUS01_LOCUS21692	RIH domain-containing protein	Allacma fusca	39272	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthuridae	383	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8J2MT04	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	433.6	81.4	0.8123	interpro+calibration	InterPro	CJOHNSTONI_LOCUS8372	Inositol 1,4,5-trisphosphate receptor	Cercopithifilaria johnstoni	2874296	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	386	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8J2NYV6	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	59.7	391.2	0.8474	interpro+calibration	InterPro	AFUS01_LOCUS14550	RIH domain-containing protein	Allacma fusca	39272	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthuridae	244	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8J2RIW8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1568.5	90.6	0.9422	interpro+calibration	InterPro	DGAL_LOCUS2905	Inositol 1,4,5-trisphosphate receptor	Daphnia galeata	27404	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	1316	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8J2VWS2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	287.5	0.0	1.0	interpro+calibration	InterPro	DCHRY22_LOCUS9227	(African queen) hypothetical protein	Danaus chrysippus (African queen)	151541	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	630	0		0	Predicted	1	PF01365	PF01365;PF01498;PF13358;PF13384	1		unassigned
A0A8J2W102	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	266.9	0.0	1.0	interpro+calibration	InterPro	DCHRY22_LOCUS11003	(African queen) hypothetical protein	Danaus chrysippus (African queen)	151541	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	368	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8J2WE44	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	349.5	72.5	0.7926	interpro+calibration	InterPro	PECAL_1P10570	Uncharacterized protein	Pelagomonas calceolata	35677	SAR			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	3143	1		0	Predicted	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0A8J2WFV5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1191.6	89.2	0.9251	interpro+calibration	InterPro	DGAL_LOCUS2188	Inositol 1,4,5-trisphosphate receptor	Daphnia galeata	27404	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	1208	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8J4BKS1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	405.8	40.3	0.9007	interpro+calibration	InterPro	Vafri_17504	Uncharacterized protein	Volvox africanus	51714	Viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	1827	0	fragment	0	Predicted	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0A8J4BL52	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	442.8	40.7	0.9081	interpro+calibration	InterPro	Vafri_17504	Uncharacterized protein	Volvox africanus	51714	Viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	1944	0	fragment	0	Predicted	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0A8J4EWX3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	208.9	91.5	0.562	interpro+calibration	InterPro	Vafri_6619	Ion transport domain-containing protein	Volvox africanus	51714	Viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	813	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8J4SJ13	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	857.0	105.8	0.8765	interpro+calibration	InterPro	PHET_06535	Inositol 1,4,5-trisphosphate receptor	Paragonimus heterotremus	100268	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Troglotrematidae	976	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8J6A1U0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	924.4	55.4	0.9401	interpro+calibration+sweep	InterPro	J0S82_000460	Inositol 1,4,5-trisphosphate receptor type 2	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	Vertebrata	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	617	0	fragment	0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0A8J6A7Z4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	414.7	79.4	0.8085	interpro+calibration+sweep	InterPro	J0S82_000461	Inositol 1,4,5-trisphosphate receptor	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	Vertebrata	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	241	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8J6A8Q9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	684.9	0.0	1.0	interpro+calibration+sweep	InterPro	J0S82_000479	Inositol 1,4,5-trisphosphate receptor type 2	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	Vertebrata	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	472	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8J6E5T0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	425.6	39.5	0.9072	interpro+calibration+sweep	InterPro	GDO78_018478	Inositol 1,4,5-trisphosphate receptor	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	253	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A8J6EH97	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1434.8	257.0	0.8209	interpro+calibration+sweep	InterPro	GDO78_021690	Inositol 1,4,5-trisphosphate receptor type 1	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	879	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8J6EIZ5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2435.6	97.5	0.96	interpro+calibration+sweep	InterPro	GDO78_018709	Inositol 1,4,5-trisphosphate receptor	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	1552	0		0	Inferred from homology	0	PF01365	PF01365;PF02815	2		unassigned
A0A8J6EJC2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	2050.3	33.0	0.9839	interpro+calibration	InterPro	GDO78_018709	Inositol 1,4,5-trisphosphate receptor	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	1315	0		0	Inferred from homology	0	PF01365	PF01365;PF02815	2		unassigned
A0A8J6EMD0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1368.1	68.5	0.9499	interpro+calibration	InterPro	GDO78_014283	Inositol 1,4,5-trisphosphate receptor type 3	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	1136	0		0	Predicted	1	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0A8J6EML1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2043.7	275.1	0.8654	interpro+calibration+sweep	InterPro	GDO78_014283	Inositol 1,4,5-trisphosphate receptor type 3	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	1512	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A8J6HUA9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2827.5	190.7	0.9326	interpro+calibration	InterPro	GEV33_002457	Protein-tyrosine-phosphatase (EC 3.1.3.48)	Tenebrio molitor (Yellow mealworm beetle)	7067	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	7164	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00179;PF00350;PF00581;PF00782;PF01365;PF01769;PF02815;PF08454;PF08709;PF14776;PF16880;PF18150;PF26723	4		unassigned
A0A8J8SXM7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	559.4	305.2	0.4544	interpro+calibration	InterPro	FGO68_gene7615	RyR/IP3R Homology associated domain-containing protein	Halteria grandinella	5974	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Halteriidae	902	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8J8SYJ5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	198.5	0.0	1.0	interpro+calibration	InterPro	FGO68_gene1012	Uncharacterized protein	Halteria grandinella	5974	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Halteriidae	2767	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8K0KIB6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	900.0	224.6	0.7504	interpro+calibration	InterPro	J437_LFUL009249	Uncharacterized protein	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Odonata	Libellulidae	744	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8K0KJE9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	872.4	0.0	1.0	interpro+calibration	InterPro	J437_LFUL009247	RIH domain-containing protein	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Odonata	Libellulidae	698	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8K0P6Y9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1215.8	115.2	0.9052	interpro+calibration	InterPro	J437_LFUL009246	Inositol 1,4,5-trisphosphate receptor	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Odonata	Libellulidae	837	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8K1FGR8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	733.3	247.2	0.6629	interpro+calibration	InterPro	Poli38472_000341	Ion transport domain-containing protein	Pythium oligandrum (Mycoparasitic fungus)	41045	SAR		Oomycota	Peronosporomycetes	Pythiales	Pythiaceae	1269	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8L0DNQ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	535.4	71.5	0.8665	interpro+calibration	InterPro	LOC110532282	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	296	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8L8Q6U3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1138.0	78.3	0.9312	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Heligmosomoides polygyrus (Parasitic roundworm)	6339	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Heligmosomidae	1283	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8N5I5E4	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	119.5	804.7	0.8515	interpro+calibration+sweep	InterPro	LOC115949249	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Geospiza fortis (Medium ground-finch)	48883	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	446	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1DR28	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	580.3	101.9	0.8244	interpro+calibration	InterPro	CLODIP_2_CD00020	Inositol 1,4,5-trisphosphate receptor	Cloeon dipterum	197152	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Ephemeroptera	Baetidae	349	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A8S1KU60	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	329.9	135.7	0.5887	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0280013	MIR domain protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2682	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A8S1LA31	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	286.2	128.1	0.5524	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0320075	RyR/IP3R Homology associated domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2771	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1LJY2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	329.4	134.0	0.5932	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0400141	MIR domain protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	1081	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8S1LL04	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	83.0	0.0	1.0	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0400139	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	1220	0		0	Predicted	1	PF08709	PF08709	1		unassigned
A0A8S1LMP6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	343.1	128.9	0.6243	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0230019	MIR domain protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2694	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A8S1LP49	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	321.9	128.7	0.6002	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0400138	MIR domain protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2038	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1LP58	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	82.4	0.0	1.0	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0400143	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	881	0		0	Predicted	1	PF08709	PF08709	1		unassigned
A0A8S1LTI1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	691.8	187.1	0.7295	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0430105	Uncharacterized protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2888	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1MBP9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	289.6	130.2	0.5504	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T0540055	RyR/IP3R Homology associated domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2775	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1MHM6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	244.8	119.3	0.5127	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0400063	RyR/IP3R Homology associated domain-containing protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2766	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1MQ99	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	282.4	129.0	0.5432	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0420090	RyR/IP3R Homology associated domain-containing protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2766	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1MSB6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	286.2	125.7	0.5608	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0400071	RyR/IP3R Homology associated domain-containing protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2777	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1NC83	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	690.6	194.4	0.7185	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0500118	Uncharacterized protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2892	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1PEJ2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	149.0	0.0	1.0	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1160021	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2976	1		0	Predicted	0	PF08709	PF08709	1		unassigned
