species	organism	run	tissue	seq	role	cell	failure_mode	reads	junction_reads	covered_bases	ref_len	decoy_reads	decoy_covered_bases	library_reads	reads_per_million	detected	failed_criteria
deleginoides	Dissostichus eleginoides	SRR20773616	brain	ITPR1|deleginoides	failed	ITPR1	fragmentation	45	27	2042	8222	0	0	8000000	5.625	1	
deleginoides	Dissostichus eleginoides	SRR20773616	brain	ITPR2|deleginoides	failed	ITPR2	omission	121	89	4076	8074	0	0	8000000	15.125	1	
deleginoides	Dissostichus eleginoides	SRR20773616	brain	ITPR3|deleginoides	failed	ITPR3	fragmentation	55	44	2560	8064	0	0	8000000	6.875	1	
deleginoides	Dissostichus eleginoides	SRR20773616	brain	RYR|deleginoides	control_family	RYR		113	87	4970	14895	0	0	8000000	14.125	1	
deleginoides	Dissostichus eleginoides	SRR20773616	brain	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		6	6	453	1440	0	0	8000000	0.75	1	
deleginoides	Dissostichus eleginoides	SRR20773616	brain	hk_GAPDH|deleginoides	housekeeping	GAPDH		4	4	298	1005	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773616	brain	hk_RPL13A|deleginoides	housekeeping	RPL13A		4370	3628	618	618	0	0	8000000	546.25	1	
deleginoides	Dissostichus eleginoides	SRR20773613	heart	ITPR1|deleginoides	failed	ITPR1	fragmentation	4	4	245	8222	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773613	heart	ITPR2|deleginoides	failed	ITPR2	omission	77	65	2317	8074	0	0	8000000	9.625	1	
deleginoides	Dissostichus eleginoides	SRR20773613	heart	ITPR3|deleginoides	failed	ITPR3	fragmentation	10	7	918	8064	0	0	8000000	1.25	1	
deleginoides	Dissostichus eleginoides	SRR20773613	heart	RYR|deleginoides	control_family	RYR		1	1	125	14895	0	0	8000000	0.125	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR20773613	heart	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773613	heart	hk_GAPDH|deleginoides	housekeeping	GAPDH		7941	7513	1005	1005	0	0	8000000	992.625	1	
deleginoides	Dissostichus eleginoides	SRR20773613	heart	hk_RPL13A|deleginoides	housekeeping	RPL13A		9100	6702	618	618	0	0	8000000	1137.5	1	
deleginoides	Dissostichus eleginoides	SRR8767977	heart	ITPR1|deleginoides	failed	ITPR1	fragmentation	40	23	2064	8222	0	0	8000000	5.0	1	
deleginoides	Dissostichus eleginoides	SRR8767977	heart	ITPR2|deleginoides	failed	ITPR2	omission	23	11	1263	8074	0	0	8000000	2.875	1	
deleginoides	Dissostichus eleginoides	SRR8767977	heart	ITPR3|deleginoides	failed	ITPR3	fragmentation	18	9	1207	8064	0	0	8000000	2.25	1	
deleginoides	Dissostichus eleginoides	SRR8767977	heart	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767977	heart	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767977	heart	hk_GAPDH|deleginoides	housekeeping	GAPDH		58475	50464	1005	1005	0	0	8000000	7309.375	1	
deleginoides	Dissostichus eleginoides	SRR8767977	heart	hk_RPL13A|deleginoides	housekeeping	RPL13A		7700	5498	618	618	0	0	8000000	962.5	1	
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	ITPR1|deleginoides	failed	ITPR1	fragmentation	6	2	280	8222	0	0	8000000	0.75	1	
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	ITPR2|deleginoides	failed	ITPR2	omission	4	4	287	8074	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	ITPR3|deleginoides	failed	ITPR3	fragmentation	0	0	0	8064	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	hk_GAPDH|deleginoides	housekeeping	GAPDH		20938	20072	1005	1005	0	0	8000000	2617.25	1	
deleginoides	Dissostichus eleginoides	SRR20773609	muscle	hk_RPL13A|deleginoides	housekeeping	RPL13A		4911	4133	618	618	0	0	8000000	613.875	1	
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	ITPR1|deleginoides	failed	ITPR1	fragmentation	29	15	1636	8222	0	0	8000000	3.625	1	
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	ITPR2|deleginoides	failed	ITPR2	omission	212	108	6850	8074	0	0	8000000	26.5	1	
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	ITPR3|deleginoides	failed	ITPR3	fragmentation	150	84	5295	8064	0	0	8000000	18.75	1	
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	RYR|deleginoides	control_family	RYR		4	3	400	14895	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	hk_GAPDH|deleginoides	housekeeping	GAPDH		9557	8199	1005	1005	0	0	8000000	1194.625	1	
deleginoides	Dissostichus eleginoides	SRR8767972	muscle	hk_RPL13A|deleginoides	housekeeping	RPL13A		8110	6340	618	618	0	0	8000000	1013.75	1	
deleginoides	Dissostichus eleginoides	SRR20773610	liver	ITPR1|deleginoides	failed	ITPR1	fragmentation	0	0	0	8222	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773610	liver	ITPR2|deleginoides	failed	ITPR2	omission	4	4	329	8074	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773610	liver	ITPR3|deleginoides	failed	ITPR3	fragmentation	0	0	0	8064	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773610	liver	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773610	liver	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773610	liver	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773610	liver	hk_RPL13A|deleginoides	housekeeping	RPL13A		3519	2025	618	618	0	0	8000000	439.875	1	
deleginoides	Dissostichus eleginoides	SRR8767971	liver	ITPR1|deleginoides	failed	ITPR1	fragmentation	27	13	1718	8222	0	0	8000000	3.375	1	
deleginoides	Dissostichus eleginoides	SRR8767971	liver	ITPR2|deleginoides	failed	ITPR2	omission	113	55	4201	8074	0	0	8000000	14.125	1	
deleginoides	Dissostichus eleginoides	SRR8767971	liver	ITPR3|deleginoides	failed	ITPR3	fragmentation	7	3	461	8064	0	0	8000000	0.875	1	
deleginoides	Dissostichus eleginoides	SRR8767971	liver	RYR|deleginoides	control_family	RYR		2	0	108	14895	0	0	8000000	0.25	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR8767971	liver	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		5	2	288	1440	0	0	8000000	0.625	1	
deleginoides	Dissostichus eleginoides	SRR8767971	liver	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767971	liver	hk_RPL13A|deleginoides	housekeeping	RPL13A		7034	5336	618	618	0	0	8000000	879.25	1	
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	ITPR1|deleginoides	failed	ITPR1	fragmentation	80	63	3320	8222	0	0	8000000	10.0	1	
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	ITPR2|deleginoides	failed	ITPR2	omission	158	112	4435	8074	0	0	8000000	19.75	1	
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	ITPR3|deleginoides	failed	ITPR3	fragmentation	16	16	786	8064	0	0	8000000	2.0	1	
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	RYR|deleginoides	control_family	RYR		4	1	277	14895	0	0	8000000	0.5	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		2	2	97	1440	0	0	8000000	0.25	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	hk_GAPDH|deleginoides	housekeeping	GAPDH		2	2	298	1005	0	0	8000000	0.25	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773611	kidney	hk_RPL13A|deleginoides	housekeeping	RPL13A		11209	8911	618	618	0	0	8000000	1401.125	1	
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	ITPR1|deleginoides	failed	ITPR1	fragmentation	131	78	4518	8222	0	0	8000000	16.375	1	
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	ITPR2|deleginoides	failed	ITPR2	omission	266	141	6716	8074	0	0	8000000	33.25	1	
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	ITPR3|deleginoides	failed	ITPR3	fragmentation	129	66	5338	8064	0	0	8000000	16.125	1	
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		2	1	145	1440	0	0	8000000	0.25	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	hk_GAPDH|deleginoides	housekeeping	GAPDH		17	16	787	1005	0	0	8000000	2.125	1	
deleginoides	Dissostichus eleginoides	SRR8795689	kidney	hk_RPL13A|deleginoides	housekeeping	RPL13A		12109	9580	618	618	0	0	8000000	1513.625	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	ITPR1|deleginoides	failed	ITPR1	fragmentation	84	59	2867	8222	0	0	8000000	10.5	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	ITPR2|deleginoides	failed	ITPR2	omission	78	49	2113	8074	0	0	8000000	9.75	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	ITPR3|deleginoides	failed	ITPR3	fragmentation	64	50	2250	8064	0	0	8000000	8.0	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	RYR|deleginoides	control_family	RYR		14	12	990	14895	0	0	8000000	1.75	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		11	3	413	1440	0	0	8000000	1.375	1	
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773612	intestine	hk_RPL13A|deleginoides	housekeeping	RPL13A		17100	13292	618	618	0	0	8000000	2137.5	1	
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	ITPR1|deleginoides	failed	ITPR1	fragmentation	15	7	678	8222	0	0	8000000	1.875	1	
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	ITPR2|deleginoides	failed	ITPR2	omission	32	24	1591	8074	0	0	8000000	4.0	1	
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	ITPR3|deleginoides	failed	ITPR3	fragmentation	0	0	0	8064	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	RYR|deleginoides	control_family	RYR		6	0	119	14895	0	0	8000000	0.75	0	junction_reads<2
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		11249	5166	1355	1440	0	0	8000000	1406.125	1	
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773614	ovary	hk_RPL13A|deleginoides	housekeeping	RPL13A		9610	7520	618	618	0	0	8000000	1201.25	1	
deleginoides	Dissostichus eleginoides	SRR20773615	gill	ITPR1|deleginoides	failed	ITPR1	fragmentation	22	16	1337	8222	0	0	8000000	2.75	1	
deleginoides	Dissostichus eleginoides	SRR20773615	gill	ITPR2|deleginoides	failed	ITPR2	omission	213	160	4520	8074	0	0	8000000	26.625	1	
deleginoides	Dissostichus eleginoides	SRR20773615	gill	ITPR3|deleginoides	failed	ITPR3	fragmentation	89	71	3505	8064	0	0	8000000	11.125	1	
deleginoides	Dissostichus eleginoides	SRR20773615	gill	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773615	gill	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		4	2	207	1440	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR20773615	gill	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773615	gill	hk_RPL13A|deleginoides	housekeeping	RPL13A		17417	14372	618	618	0	0	8000000	2177.125	1	
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	ITPR1|deleginoides	failed	ITPR1	fragmentation	47	36	1781	8222	0	0	8000000	5.875	1	
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	ITPR2|deleginoides	failed	ITPR2	omission	53	31	2914	8074	0	0	8000000	6.625	1	
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	ITPR3|deleginoides	failed	ITPR3	fragmentation	34	26	2119	8064	0	0	8000000	4.25	1	
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		7	2	511	1440	0	0	8000000	0.875	1	
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR20773608	spleen	hk_RPL13A|deleginoides	housekeeping	RPL13A		12862	9669	618	618	0	0	8000000	1607.75	1	
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	ITPR1|deleginoides	failed	ITPR1	fragmentation	561	305	6986	8222	0	0	8000000	70.125	1	
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	ITPR2|deleginoides	failed	ITPR2	omission	170	81	5118	8074	0	0	8000000	21.25	1	
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	ITPR3|deleginoides	failed	ITPR3	fragmentation	216	119	5684	8064	0	0	8000000	27.0	1	
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		4	2	340	1440	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	hk_GAPDH|deleginoides	housekeeping	GAPDH		4	2	312	1005	0	0	8000000	0.5	0	reads<5
deleginoides	Dissostichus eleginoides	SRR8767969	spleen	hk_RPL13A|deleginoides	housekeeping	RPL13A		7603	5415	618	618	0	0	8000000	950.375	1	
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	ITPR1|deleginoides	failed	ITPR1	fragmentation	91	50	4372	8222	0	0	8000000	11.375	1	
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	ITPR2|deleginoides	failed	ITPR2	omission	116	57	4995	8074	0	0	8000000	14.5	1	
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	ITPR3|deleginoides	failed	ITPR3	fragmentation	2	1	155	8064	0	0	8000000	0.25	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	RYR|deleginoides	control_family	RYR		11	0	119	14895	0	0	8000000	1.375	0	junction_reads<2
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		12268	4296	1354	1440	0	0	8000000	1533.5	1	
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	hk_GAPDH|deleginoides	housekeeping	GAPDH		8	8	448	1005	0	0	8000000	1.0	1	
deleginoides	Dissostichus eleginoides	SRR8795862	unknown	hk_RPL13A|deleginoides	housekeeping	RPL13A		6051	4646	618	618	0	0	8000000	756.375	1	
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	ITPR1|deleginoides	failed	ITPR1	fragmentation	33	14	1713	8222	0	0	8000000	4.125	1	
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	ITPR2|deleginoides	failed	ITPR2	omission	175	94	4662	8074	0	0	8000000	21.875	1	
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	ITPR3|deleginoides	failed	ITPR3	fragmentation	0	0	0	8064	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	RYR|deleginoides	control_family	RYR		3	1	294	14895	0	0	8000000	0.375	0	junction_reads<2;reads<5
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		508	180	1354	1440	0	0	8000000	63.5	1	
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	hk_GAPDH|deleginoides	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767973	unknown	hk_RPL13A|deleginoides	housekeeping	RPL13A		1907	1427	618	618	0	0	8000000	238.375	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	ITPR1|deleginoides	failed	ITPR1	fragmentation	217	118	6148	8222	0	0	8000000	27.125	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	ITPR2|deleginoides	failed	ITPR2	omission	165	96	5848	8074	0	0	8000000	20.625	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	ITPR3|deleginoides	failed	ITPR3	fragmentation	78	42	3713	8064	0	0	8000000	9.75	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	RYR|deleginoides	control_family	RYR		523	299	11640	14895	0	0	8000000	65.375	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		495	153	1354	1440	0	0	8000000	61.875	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	hk_GAPDH|deleginoides	housekeeping	GAPDH		442	388	1005	1005	0	0	8000000	55.25	1	
deleginoides	Dissostichus eleginoides	SRR8795863	unknown	hk_RPL13A|deleginoides	housekeeping	RPL13A		17266	13073	618	618	0	0	8000000	2158.25	1	
deleginoides	Dissostichus eleginoides	SRR8767976	gill	ITPR1|deleginoides	failed	ITPR1	fragmentation	213	110	4998	8222	0	0	8000000	26.625	1	
deleginoides	Dissostichus eleginoides	SRR8767976	gill	ITPR2|deleginoides	failed	ITPR2	omission	310	156	6224	8074	0	0	8000000	38.75	1	
deleginoides	Dissostichus eleginoides	SRR8767976	gill	ITPR3|deleginoides	failed	ITPR3	fragmentation	307	181	6748	8064	0	0	8000000	38.375	1	
deleginoides	Dissostichus eleginoides	SRR8767976	gill	RYR|deleginoides	control_family	RYR		0	0	0	14895	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767976	gill	hk_EEF1A1|deleginoides	housekeeping	EEF1A1		0	0	0	1440	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
deleginoides	Dissostichus eleginoides	SRR8767976	gill	hk_GAPDH|deleginoides	housekeeping	GAPDH		2	2	200	1005	0	0	8000000	0.25	0	reads<5
deleginoides	Dissostichus eleginoides	SRR8767976	gill	hk_RPL13A|deleginoides	housekeeping	RPL13A		13560	10160	618	618	0	0	8000000	1695.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	ITPR1|dmawsoni	failed	ITPR1	omission	178	102	6095	8228	0	0	8000000	22.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	ITPR2|dmawsoni	failed	ITPR2	truncation	254	156	6250	8065	0	0	8000000	31.75	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	ITPR3|dmawsoni	failed	ITPR3	truncation	119	71	5493	8058	0	0	8000000	14.875	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	RYR|dmawsoni	control_family	RYR		182	119	7973	14887	0	0	8000000	22.75	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	hk_EEF1A1|dmawsoni	housekeeping	EEF1A1		384	119	1387	1389	0	0	8000000	48.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	hk_GAPDH|dmawsoni	housekeeping	GAPDH		2	2	194	1003	0	0	8000000	0.25	0	reads<5
dmawsoni	Dissostichus mawsoni	SRR6794060	brain	hk_RPL13A|dmawsoni	housekeeping	RPL13A		3514	3192	618	618	0	0	8000000	439.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	ITPR1|dmawsoni	failed	ITPR1	omission	174	100	4531	8228	0	0	8000000	21.75	1	
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	ITPR2|dmawsoni	failed	ITPR2	truncation	39	26	2266	8065	0	0	8000000	4.875	1	
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	ITPR3|dmawsoni	failed	ITPR3	truncation	19	10	1834	8058	0	0	8000000	2.375	1	
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	RYR|dmawsoni	control_family	RYR		0	0	0	14887	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	hk_EEF1A1|dmawsoni	housekeeping	EEF1A1		2	1	218	1389	0	0	8000000	0.25	0	junction_reads<2;reads<5
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	hk_GAPDH|dmawsoni	housekeeping	GAPDH		11069	10288	1003	1003	0	0	8000000	1383.625	1	
dmawsoni	Dissostichus mawsoni	SRR6794063	muscle	hk_RPL13A|dmawsoni	housekeeping	RPL13A		3415	3219	618	618	0	0	8000000	426.875	1	
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	ITPR1|dmawsoni	failed	ITPR1	omission	93	55	3893	8228	0	0	8000000	11.625	1	
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	ITPR2|dmawsoni	failed	ITPR2	truncation	705	374	7238	8065	0	0	8000000	88.125	1	
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	ITPR3|dmawsoni	failed	ITPR3	truncation	952	584	7969	8058	0	0	8000000	119.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	RYR|dmawsoni	control_family	RYR		8	5	868	14887	0	0	8000000	1.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	hk_EEF1A1|dmawsoni	housekeeping	EEF1A1		3	1	301	1389	0	0	8000000	0.375	0	junction_reads<2;reads<5
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	hk_GAPDH|dmawsoni	housekeeping	GAPDH		4	4	267	1003	0	0	8000000	0.5	0	reads<5
dmawsoni	Dissostichus mawsoni	SRR6794066	skin	hk_RPL13A|dmawsoni	housekeeping	RPL13A		9786	9170	618	618	0	0	8000000	1223.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	ITPR1|dmawsoni	failed	ITPR1	omission	138	72	6234	8228	0	0	8000000	17.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	ITPR2|dmawsoni	failed	ITPR2	truncation	128	72	5280	8065	0	0	8000000	16.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	ITPR3|dmawsoni	failed	ITPR3	truncation	13	7	1131	8058	0	0	8000000	1.625	1	
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	RYR|dmawsoni	control_family	RYR		34	21	2555	14887	0	0	8000000	4.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	hk_EEF1A1|dmawsoni	housekeeping	EEF1A1		0	0	0	1389	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	hk_GAPDH|dmawsoni	housekeeping	GAPDH		1	1	109	1003	0	0	8000000	0.125	0	junction_reads<2;reads<5
dmawsoni	Dissostichus mawsoni	SRR6794061	liver	hk_RPL13A|dmawsoni	housekeeping	RPL13A		4625	4191	618	618	0	0	8000000	578.125	1	
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	ITPR1|dmawsoni	failed	ITPR1	omission	192	116	6705	8228	0	0	8000000	24.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	ITPR2|dmawsoni	failed	ITPR2	truncation	522	308	7798	8065	0	0	8000000	65.25	1	
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	ITPR3|dmawsoni	failed	ITPR3	truncation	347	247	7706	8058	0	0	8000000	43.375	1	
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	RYR|dmawsoni	control_family	RYR		38	18	3392	14887	0	0	8000000	4.75	1	
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	hk_EEF1A1|dmawsoni	housekeeping	EEF1A1		1	0	109	1389	0	0	8000000	0.125	0	junction_reads<2;reads<5
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	hk_GAPDH|dmawsoni	housekeeping	GAPDH		0	0	0	1003	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
dmawsoni	Dissostichus mawsoni	SRR6794059	kidney	hk_RPL13A|dmawsoni	housekeeping	RPL13A		4687	4228	618	618	0	0	8000000	585.875	1	
dmawsoni	Dissostichus mawsoni	SRR6794068	intestine	ITPR1|dmawsoni	failed	ITPR1	omission	109	62	5062	8228	0	0	8000000	13.625	1	
dmawsoni	Dissostichus mawsoni	SRR6794068	intestine	ITPR2|dmawsoni	failed	ITPR2	truncation	488	294	7618	8065	0	0	8000000	61.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794068	intestine	ITPR3|dmawsoni	failed	ITPR3	truncation	776	488	7814	8058	0	0	8000000	97.0	1	
dmawsoni	Dissostichus mawsoni	SRR6794068	intestine	RYR|dmawsoni	control_family	RYR		18	11	1822	14887	0	0	8000000	2.25	1	
