species	organism	query	run	study	sample	strategy	source	selection	layout	platform	model	spots	bases	read_len	tissue_called	tissue_evidence	verdict	study_title
nalbiflora	Nibea albiflora	base	SRR30102575	SRP523746	SRS22227711	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32488646	9746593800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102576	SRP523746	SRS22227709	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34956740	10487022000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102577	SRP523746	SRS22227708	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	37045733	11113719900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102578	SRP523746	SRS22227707	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36154319	10846295700	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102579	SRP523746	SRS22227706	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	39638887	11891666100	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102580	SRP523746	SRS22227705	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	31836409	9550922700	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102581	SRP523746	SRS22227704	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21670621	6501186300	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102582	SRP523746	SRS22227702	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23090356	6927106800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102583	SRP523746	SRS22227703	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22688018	6806405400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102584	SRP523746	SRS22227701	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	28948048	8684414400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102585	SRP523746	SRS22227700	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	59484056	17845216800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102586	SRP523746	SRS22227699	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34530083	10359024900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102587	SRP523746	SRS22227698	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36032473	10809741900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR23874472	SRP427558	SRS17055810	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	22821113	6846333900	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874473	SRP427558	SRS17055809	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23210596	6963178800	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874474	SRP427558	SRS17055808	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	20400049	6120014700	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874475	SRP427558	SRS17055807	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	21658377	6497513100	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874476	SRP427558	SRS17055806	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	21789692	6536907600	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874477	SRP427558	SRS17055805	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	22062658	6618797400	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874478	SRP427558	SRS17055804	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23305340	6991602000	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874479	SRP427558	SRS17055803	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	22221577	6666473100	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874480	SRP427558	SRS17055801	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	24505327	7351598100	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874481	SRP427558	SRS17055802	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	21617329	6485198700	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874482	SRP427558	SRS17055800	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	21420457	6426137100	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR23874483	SRP427558	SRS17055799	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	19806526	5941957800	300	muscle	tissue=muscle	keep	A comparative study of dietary lipid sources on growth performance, body composition, muscle quality and nutrient retention in juvenile yellow drum (Nibea albif
nalbiflora	Nibea albiflora	base	SRR19629395	SRP379675	SRS13377990	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24357635	7307290500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629396	SRP379675	SRS13377989	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23613400	7084020000	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629397	SRP379675	SRS13377988	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23720180	7116054000	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629398	SRP379675	SRS13377987	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25023478	7507043400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629399	SRP379675	SRS13377986	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24610263	7383078900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629400	SRP379675	SRS13377985	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25846608	7753982400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629401	SRP379675	SRS13377984	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24565006	7369501800	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629402	SRP379675	SRS13377983	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26306822	7892046600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629403	SRP379675	SRS13377982	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24442928	7332878400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629404	SRP379675	SRS13377981	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23728153	7118445900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629405	SRP379675	SRS13377980	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23646802	7094040600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629406	SRP379675	SRS13377979	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25431407	7629422100	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629407	SRP379675	SRS13377978	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25250382	7575114600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629408	SRP379675	SRS13377977	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24156495	7246948500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629409	SRP379675	SRS13377976	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25060545	7518163500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629410	SRP379675	SRS13377975	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24328693	7298607900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR19629411	SRP379675	SRS13377974	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24514338	7354301400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR18366584	SRP364837	SRS12299285	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33748352	10124505600	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366585	SRP364837	SRS12299284	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32766850	9830055000	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366586	SRP364837	SRS12299283	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33582878	10074863400	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366587	SRP364837	SRS12299282	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	37162305	11148691500	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366588	SRP364837	SRS12299281	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	39233072	11769921600	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366589	SRP364837	SRS12299280	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36486645	10945993500	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366590	SRP364837	SRS12299279	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	37376951	11213085300	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366591	SRP364837	SRS12299278	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	35708392	10712517600	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366592	SRP364837	SRS12299277	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	44403640	13321092000	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366593	SRP364837	SRS12299276	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	40414567	12124370100	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366594	SRP364837	SRS12299275	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36617612	10985283600	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366595	SRP364837	SRS12299274	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32125563	9637668900	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366596	SRP364837	SRS12299273	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33654914	10096474200	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366597	SRP364837	SRS12299272	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33737497	10121249100	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366598	SRP364837	SRS12299271	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	29076600	8722980000	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366599	SRP364837	SRS12299270	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36319715	10895914500	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366600	SRP364837	SRS12299269	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36455847	10936754100	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366601	SRP364837	SRS12299268	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32862857	9858857100	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366602	SRP364837	SRS12299267	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34829063	10448718900	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366603	SRP364837	SRS12299266	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	35301836	10590550800	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366604	SRP364837	SRS12299265	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	35626764	10688029200	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366605	SRP364837	SRS12299264	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33835628	10150688400	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366606	SRP364837	SRS12299263	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33524108	10057232400	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366607	SRP364837	SRS12299262	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	38165241	11449572300	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366608	SRP364837	SRS12299261	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	29528844	8858653200	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366609	SRP364837	SRS12299260	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	29063811	8719143300	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366610	SRP364837	SRS12299259	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32094795	9628438500	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366611	SRP364837	SRS12299258	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	39775148	11932544400	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR18366612	SRP364837	SRS12299257	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	42086988	12626096400	300			keep:tissue_unknown	Gonad transcriptome data of yellow drum at early stage
nalbiflora	Nibea albiflora	base	SRR14816997	SRP324122	SRS9210792	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26794595	8038378500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14816998	SRP324122	SRS9210791	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25962639	7788791700	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14816999	SRP324122	SRS9210790	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24250982	7275294600	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817000	SRP324122	SRS9210789	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25014285	7504285500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817001	SRP324122	SRS9210788	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24729444	7418833200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817002	SRP324122	SRS9210787	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23480334	7044100200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817003	SRP324122	SRS9210786	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22546056	6763816800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817004	SRP324122	SRS9210784	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24458587	7337576100	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817005	SRP324122	SRS9210785	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26402674	7920802200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817006	SRP324122	SRS9210783	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22044026	6613207800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817007	SRP324122	SRS9210782	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21178656	6353596800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817008	SRP324122	SRS9210780	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24092195	7227658500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817009	SRP324122	SRS9210779	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22343231	6702969300	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817010	SRP324122	SRS9210781	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23566973	7070091900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817011	SRP324122	SRS9210777	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24931557	7479467100	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817012	SRP324122	SRS9210778	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24435223	7330566900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR14817013	SRP324122	SRS9210776	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25519923	7655976900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438378	SRP301796	SRS8033382	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24225951	7267785300	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438379	SRP301796	SRS8033383	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25474977	7642493100	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438380	SRP301796	SRS8033381	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25060877	7518263100	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438381	SRP301796	SRS8033380	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24667148	7400144400	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438382	SRP301796	SRS8033379	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24960002	7488000600	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438383	SRP301796	SRS8033378	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23668211	7100463300	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438384	SRP301796	SRS8033377	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24888920	7466676000	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438385	SRP301796	SRS8033376	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23288281	6986484300	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438386	SRP301796	SRS8033375	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25729409	7718822700	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
