taxid	scientific_name	rank	group	domain	kingdom	phylum	class	order	family	genus	clade	clade_from	lineage
7245	Drosophila yakuba	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Acalyptratae; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; melanogaster group; melanogaster subgroup
7260	Drosophila willistoni	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Acalyptratae; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; willistoni group; willistoni subgroup
7263	Drosophila arizonae	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Acalyptratae; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Drosophila; repleta group; mulleri subgroup; mojavensis species complex
7266	Drosophila guanche	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Acalyptratae; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; obscura group; obscura subgroup
7291	Drosophila albomicans	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Acalyptratae; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Drosophila; immigrans group; nasuta subgroup
7370	Musca domestica	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Musca	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Calyptratae; Muscoidea; Muscidae; Muscinae; Muscini; Musca; Musca
7375	Lucilia cuprina	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Calyptratae; Oestroidea; Calliphoridae; Luciliinae; Lucilia
7395	Glossina austeni	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Calyptratae; Hippoboscoidea; Glossinidae; Glossina; Glossina
7396	Glossina fuscipes	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Calyptratae; Hippoboscoidea; Glossinidae; Glossina; Nemorhina
7398	Glossina pallidipes	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Schizophora; Calyptratae; Hippoboscoidea; Glossinidae; Glossina; Glossina
7425	Nasonia vitripennis	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Nasonia	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Hymenoptera; Apocrita; Proctotrupomorpha; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia
7453	Vespula maculifrons	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespula	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Hymenoptera; Apocrita; Aculeata; Vespoidea; Vespidae; Vespinae; Vespula
7454	Vespula vulgaris	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespula	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Hymenoptera; Apocrita; Aculeata; Vespoidea; Vespidae; Vespinae; Vespula
7460	Apis mellifera	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Anthophila; Apidae; Apinae; Apini; Apis
7461	Apis cerana	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Anthophila; Apidae; Apinae; Apini; Apis
7539	Leptinotarsa decemlineata	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Neuropteroidea; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Chrysomelidae; Chrysomelinae; Doryphorini; Leptinotarsa
7574	Lingula anatina	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula	Brachiopoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Brachiopoda; Linguliformea; Lingulata; Lingulida; Linguloidea; Lingulidae; Lingula
7594	Patiria pectinifera	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	Echinodermata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria
7650	Hemicentrotus pulcherrimus	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Hemicentrotus	Echinodermata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Camarodonta; Echinidea; Strongylocentrotidae; Hemicentrotus
7668	Strongylocentrotus purpuratus	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Echinodermata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Camarodonta; Echinidea; Strongylocentrotidae; Strongylocentrotus
7719	Ciona intestinalis	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Tunicata; Ascidiacea; Phlebobranchia; Cionidae; Ciona
7739	Branchiostoma floridae	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Cephalochordata; Leptocardii; Amphioxiformes; Branchiostomatidae; Branchiostoma
7740	Branchiostoma lanceolatum	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Cephalochordata; Leptocardii; Amphioxiformes; Branchiostomatidae; Branchiostoma
7741	Branchiostoma belcheri	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Cephalochordata; Leptocardii; Amphioxiformes; Branchiostomatidae; Branchiostoma
7757	Petromyzon marinus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Cyclostomata; Hyperoartia; Petromyzontiformes; Petromyzontidae; Petromyzon
7764	Eptatretus burgeri	species	Vertebrata	Eukaryota	Metazoa	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Cyclostomata; Myxini; Myxiniformes; Myxinidae; Eptatretinae; Eptatretus
7769	Myxine glutinosa	species	Vertebrata	Eukaryota	Metazoa	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Cyclostomata; Myxini; Myxiniformes; Myxinidae; Myxininae; Myxine
7792	Heterodontus francisci	species	Vertebrata	Eukaryota	Metazoa	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Chondrichthyes; Elasmobranchii; Selachii; Galeomorphii; Heterodontoidea; Heterodontiformes; Heterodontidae; Heterodontus
7834	Echinorhinus cookei	species	Vertebrata	Eukaryota	Metazoa	Chordata	Chondrichthyes	Echinorhiniformes	Echinorhinidae	Echinorhinus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Chondrichthyes; Elasmobranchii; Selachii; Squalomorphii; Echinorhiniformes; Echinorhinidae; Echinorhinus
7868	Callorhinchus milii	species	Vertebrata	Eukaryota	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Chondrichthyes; Holocephali; Chimaeriformes; Callorhinchidae; Callorhinchus
7888	Protopterus annectens	species	Vertebrata	Eukaryota	Metazoa	Chordata		Ceratodontiformes	Protopteridae	Protopterus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Dipnomorpha; Ceratodontae; Ceratodontiformes; Lepidosirenoidei; Protopteridae; Protopterus
7897	Latimeria chalumnae	species	Vertebrata	Eukaryota	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	Latimeria	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Coelacanthimorpha; Coelacanthiformes; Coelacanthidae; Latimeria
7906	Acipenser ruthenus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Chondrostei; Acipenseriformes; Acipenseroidei; Acipenseridae; Acipenserinae; Acipenserini; Acipenser
7913	Polyodon spathula	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Acipenseriformes	Polyodontidae	Polyodon	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Chondrostei; Acipenseriformes; Acipenseroidei; Polyodontidae; Polyodontinae; Polyodontini; Polyodon
7917	Atractosteus spatula	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Atractosteus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Holostei; Semionotiformes; Lepisosteidae; Atractosteus
7918	Lepisosteus oculatus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Holostei; Semionotiformes; Lepisosteidae; Lepisosteus
7932	Megalops atlanticus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Elopocephalai; Elopocephala; Elopomorpha; Elopiformes; Megalopidae; Megalops
7936	Anguilla anguilla	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Elopocephalai; Elopocephala; Elopomorpha; Anguilliformes; Anguillidae; Anguilla
7950	Clupea harengus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Clupei; Clupeiformes; Clupeoidei; Clupeidae; Clupeinae; Clupea
7955	Danio rerio	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Cypriniphysae; Cypriniformes; Cyprinoidei; Danionidae; Danioninae; Danio
7957	Carassius auratus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Cypriniphysae; Cypriniformes; Cyprinoidei; Cyprinidae; Cyprininae; Carassius
7962	Cyprinus carpio	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Cypriniphysae; Cypriniformes; Cyprinoidei; Cyprinidae; Cyprininae; Cyprinus
7994	Astyanax mexicanus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Characiformes	Acestrorhamphidae	Astyanax	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Characiphysae; Characiformes; Characoidei; Acestrorhamphidae; Acestrorhamphinae; Astyanax
7998	Ictalurus punctatus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Characiphysae; Siluriformes; Siluroidei; Ictaluridae; Ictalurus
8005	Electrophorus electricus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Characiphysae; Gymnotiformes; Gymnotoidei; Gymnotidae; Electrophorus
8010	Esox lucius	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Esociformes; Esocidae; Esox
8019	Oncorhynchus kisutch	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Oncorhynchus
8022	Oncorhynchus mykiss	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Oncorhynchus
8030	Salmo salar	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Salmo
8032	Salmo trutta	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Salmo
8040	Salvelinus namaycush	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Salvelinus
8049	Gadus morhua	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Neoteleostei; Eurypterygia; Ctenosquamata; Acanthomorphata; Paracanthopterygii; Zeiogadaria; Gadariae; Gadiformes; Gadoidei; Gadidae; Gadus
8063	Merluccius merluccius	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Neoteleostei; Eurypterygia; Ctenosquamata; Acanthomorphata; Paracanthopterygii; Zeiogadaria; Gadariae; Gadiformes; Gadoidei; Merlucciidae; Merluccius
