taxid	scientific_name	rank	group	domain	kingdom	phylum	class	order	family	genus	clade	clade_from	lineage
1749332	Novilysobacter erysipheiresistens	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Novilysobacter	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Novilysobacter
1750597	Inmirania thermothiophila	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Inmirania	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Inmirania
1750599	Mongoliibacter ruber	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Mongoliibacter	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Mongoliibacter
1750698	Arsenicibacter rosenii	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Arsenicibacter	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Spirosomataceae; Arsenicibacter
1751046	Fluviibacter phosphoraccumulans	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Fluviibacteraceae	Fluviibacter	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Fluviibacteraceae; Fluviibacter
1751298	Mangrovihabitans endophyticus	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Mangrovihabitans	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Mangrovihabitans
1751427	Solirubrum puertoriconensis	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales		Solirubrum	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cytophagales incertae sedis; Solirubrum
1752077	Niabella pedocola	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
1754191	Piromyces finnis	species	Fungi	Eukaryota	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Neocallimastigomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; chytridiomyceta; Neocallimastigomycota; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Piromyces
1754192	Anaeromyces robustus	species	Fungi	Eukaryota	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Neocallimastigomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; chytridiomyceta; Neocallimastigomycota; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Anaeromyces
1755099	Pseudenterobacter timonensis	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudenterobacter	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pseudenterobacter
1755811	Paraphotobacterium marinum	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Paraphotobacterium	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Paraphotobacterium
1756043	Cypionkella sinensis	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cypionkella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Cypionkella
1756149	Elizabethkingia bruuniana	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia
1758121	Limosa lapponica baueri	subspecies	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Charadriiformes; Scolopacidae; Limosa; Limosa lapponica
1758689	Serinicoccus hydrothermalis	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Ornithinimicrobiaceae; Serinicoccus
1759441	Athelia psychrophila	species	Fungi	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Basidiomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Atheliales; Atheliaceae; Athelia
1759464	Gelatiniphilus marinus	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gelatiniphilus	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gelatiniphilus
1760988	Methylomagnum ishizawai	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomagnum	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomagnum
1761012	Formimonas warabiya	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Candidatus Formimonas	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Candidatus Formimonas
1761453	Euzebyella marina	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Euzebyella	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Euzebyella
1762892	Pseudundibacterium arcticum	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudundibacterium	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Pseudundibacterium
1763456	Calycina marina	species	Fungi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Calycina	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Pezizellaceae; Calycina
1763509	Lachnotalea glycerini	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnotalea	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnotalea
1763537	Cochleicola gelatinilyticus	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cochleicola	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cochleicola
1763828	Hankyongella ginsenosidimutans	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Hankyongella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Hankyongella
1764295	Chloropicon primus	species	Viridiplantae	Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chlorophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae; Chloropicon
1764581	Microbaculum marinum	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Microbaculum	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Tepidamorphaceae; Microbaculum
1765655	Halorubrum tropicale	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Haloferacaceae; Halorubrum
