upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000295707	Thiogranum longum	1537524	bacteria_genus	2795	0	0	0				absent
UP000218765	Thiohalobacter thiocyanaticus	585455	bacteria_genus	3024	0	0	0				absent
UP000748752	Thiohalocapsa halophila	69359	bacteria_genus	4968	0	0	0				absent
UP000199648	Thiohalomonas denitrificans	415747	bacteria_genus	3255	0	0	0				absent
UP000294914	Thiohalophilus thiocyanatoxydans	381308	bacteria_genus	2775	0	0	0				absent
UP001575181	Thiohalorhabdus methylotrophus	3242694	bacteria_genus	3445	0	0	0				absent
UP000198611	Thiohalospira halophila DSM 15071	1123397	bacteria_genus	2641	0	0	0				absent
UP000031631	Thiolapillus brandeum	1076588	bacteria_genus	2824	0	0	0				absent
UP000664835	Thiomicrorhabdus marina	2818442	bacteria_genus	2568	0	0	0				absent
UP000005380	Thiomicrospira aerophila AL3	717772	bacteria_genus	2067	0	0	0				absent
UP000078599	Thiomonas arsenitoxydans (strain DSM 22701 / CIP 110005 / 3As)	426114	bacteria_genus	3821	0	0	0				absent
UP000031623	Thioploca ingrica	40754	bacteria_genus	3951	0	0	0				absent
UP000294575	Thiopseudomonas denitrificans	1501432	bacteria_genus	2567	0	0	0				absent
UP000471640	Thiorhodococcus mannitoliphagus	329406	bacteria_genus	5231	0	0	0				absent
UP001432180	Thiorhodovibrio winogradskyi	77007	bacteria_genus	4797	0	0	1				absent
UP000548632	Thiospirillum jenense	1653858	bacteria_genus	2864	0	0	0				absent
UP000323824	Thiospirochaeta perfilievii	252967	bacteria_genus	3264	0	0	0				absent
UP000501726	Thiosulfatimonas sediminis	2675054	bacteria_genus	2439	0	0	0				absent
UP000501466	Thiosulfativibrio zosterae	2675053	bacteria_genus	2362	0	0	0				absent
UP000005317	Thiothrix nivea (strain ATCC 35100 / DSM 5205 / JP2)	870187	bacteria_genus	4218	0	0	0				absent
UP001154240	Thiovibrio frasassiensis	2984131	bacteria_genus	2575	0	0	0				absent
UP000005798	Thomasclavelia ramosa DSM 1402	445974	bacteria_genus	3166	0	0	0				absent
UP000242642	Thorsellia anophelis DSM 18579	1123402	bacteria_genus	2885	0	0	0				absent
UP000666240	Tianweitania sediminis	1502156	bacteria_genus	4481	0	0	0				absent
UP000272193	Tibeticola sediminis	1917811	bacteria_genus	2531	0	0	0				absent
UP000464954	Tichowtungia aerotolerans	2697043	bacteria_genus	3062	0	0	0				absent
UP001281447	Tigheibacillus halophilus	361280	bacteria_genus	3903	0	0	0				absent
UP000199230	Tindallia californiensis	159292	bacteria_genus	2832	0	0	0				absent
UP001524478	Tissierella carlieri	689904	bacteria_genus	4461	0	0	0				absent
UP000192917	Tistlia consotensis USBA 355	560819	bacteria_genus	6388	0	0	0				absent
UP000005258	Tistrella mobilis (strain KA081020-065)	1110502	bacteria_genus	5778	0	0	0				absent
UP000009073	Tolumonas auensis (strain DSM 9187 / NBRC 110442 / TA 4)	595494	bacteria_genus	3126	0	0	0				absent
UP001629223	Tolypothrix campylonemoides VB511288_2	3232311	bacteria_genus	7710	0	0	0				absent
UP001500839	Tomitella cavernea	1387982	bacteria_genus	3924	0	0	0				absent
UP000028630	Trabulsiella guamensis ATCC 49490	1005994	bacteria_genus	4729	0	0	0				absent
UP001204320	Tractidigestivibacter montrealensis	2972466	bacteria_genus	2099	0	0	0				absent
UP000199356	Tranquillimonas alkanivorans	441119	bacteria_genus	4454	0	0	0				absent
UP000460272	Trebonia kvetii	2480626	bacteria_genus	8100	0	0	0				absent
UP000075244	Tremblaya princeps	189385	bacteria_genus	134	0	0	0				absent
UP001683701	Treponema primitia	88058	bacteria_genus	3784	0	0	0				absent
UP000002420	Trichlorobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) (Geobacter lovleyi)	398767	bacteria_genus	3644	0	0	0				absent
UP000317155	Trichloromonas acetexigens	38815	bacteria_genus	3347	0	0	0				absent
UP000199042	Trichococcus collinsii	157076	bacteria_genus	3018	0	0	0				absent
UP001464891	Trichocoleus desertorum GB2-A4	2933944	bacteria_genus	5705	0	0	0				absent
UP000002533	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	240292	bacteria_genus	5634	0	0	0				absent
UP000298656	Trinickia violacea	2571746	bacteria_genus	7436	0	0	0				absent
UP000068382	Tritonibacter horizontis	1768241	bacteria_genus	4579	0	0	0				absent
UP000002200	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	203267	bacteria_genus	805	0	0	0				absent
UP000054935	Tropicibacter naphthalenivorans	441103	bacteria_genus	4206	0	0	0				absent
UP001597108	Tropicimonas aquimaris	914152	bacteria_genus	4825	0	0	0				absent
UP000000379	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	649638	bacteria_genus	2924	0	0	0				absent
UP001555100	Trueperella pyogenes	1661	bacteria_genus	2160	0	0	0				absent
UP000198960	Trujillonella endophytica	673521	bacteria_genus	4606	0	0	0				absent
UP000676853	Tsukamurella paurometabola (Corynebacterium paurometabolum)	2061	bacteria_genus	5450	0	0	0				absent
UP000284322	Tsuneonella suprasediminis	2306996	bacteria_genus	2997	0	0	0				absent
UP000602284	Tumebacillus amylolyticus	2801339	bacteria_genus	4495	0	0	0				absent
UP001333818	Tumidithrix elongata BACA0141	2716417	bacteria_genus	4949	0	0	0				absent
UP000535182	Tunturiibacter gelidiferens	3069689	bacteria_genus	5482	0	0	0				absent
UP000002938	Turicibacter sanguinis PC909	702450	bacteria_genus	2779	0	0	0				absent
UP000214610	Turicimonas muris	1796652	bacteria_genus	2458	0	0	0				absent
UP000006048	Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H) (Leptospira parva)	869212	bacteria_genus	4092	0	0	0				absent
UP000464378	Tuwongella immobilis	692036	bacteria_genus	5223	0	0	0				absent
UP000226442	Tychonema bourrellyi FEM_GT703	2040638	bacteria_genus	4322	0	0	0				absent
UP000326354	Uabimicrobium amorphum	2596890	bacteria_genus	6642	0	0	0				absent
UP001331561	Uliginosibacterium silvisoli	3114758	bacteria_genus	4293	0	0	0				absent
UP000199321	Ulvibacter litoralis	227084	bacteria_genus	3476	0	0	0				absent
UP000276603	Ulvibacterium marinum	2419782	bacteria_genus	5010	0	0	0				absent
UP000267187	Umboniibacter marinipuniceus	569599	bacteria_genus	2413	0	0	0				absent
UP001159371	Umezakia ovalisporum FSS-43	2740520	bacteria_genus	3616	0	0	0				absent
UP001141259	Umezawaea endophytica	1654476	bacteria_genus	9686	0	0	0				absent
UP000263993	Undibacter mobilis	2292256	bacteria_genus	3838	0	0	0				absent
UP000646911	Undibacterium umbellatum	2762300	bacteria_genus	5725	0	0	0				absent
UP000319576	Urbifossiella limnaea	2528023	bacteria_genus	6172	0	0	2				absent
UP001449582	Ureaplasma ceti	3119530	bacteria_genus	686	0	0	0				absent
UP000176050	Urechidicola croceus	1850246	bacteria_genus	2946	0	0	0				absent
UP000219636	Ureibacillus xyleni	614648	bacteria_genus	3910	0	0	0				absent
UP000377798	Urinicoccus massiliensis	1723382	bacteria_genus	1949	0	0	0				absent
UP001196379	Ursidibacter maritimus	1331689	bacteria_genus	1821	0	0	0				absent
UP000829817	Uruburuella testudinis	1282863	bacteria_genus	2588	0	0	0				absent
UP000501534	Usitatibacter rugosus	2732067	bacteria_genus	4251	0	0	0				absent
UP000627638	Vacuolonema iberomarrocanum LEGE 07170	1828880	bacteria_genus	5544	0	0	0				absent
UP001673917	Vaginella massiliensis	1816680	bacteria_genus	2232	0	0	0				absent
UP000674938	Vagococcus allomyrinae	2794353	bacteria_genus	5267	0	0	0				absent
UP000265614	Vallicoccus soli	2339232	bacteria_genus	3658	0	0	0				absent
UP000683246	Vallitalea pronyensis	1348613	bacteria_genus	5165	0	0	0				absent
UP000218054	Vandammella animalimorsus	2029117	bacteria_genus	2590	0	0	0				absent
UP000184932	Vannielia litorea	1217970	bacteria_genus	4018	0	0	0				absent
UP000243201	Varibaculum cambriense	184870	bacteria_genus	1740	0	0	0				absent
UP000236884	Variibacter gotjawalensis	1333996	bacteria_genus	4437	0	0	0				absent
UP000574276	Variimorphobacter saccharofermentans	2755051	bacteria_genus	3451	0	0	0				absent
UP001266221	Variovorax guangxiensis	1775474	bacteria_genus	7911	0	0	0				absent
UP000295304	Varunaivibrio sulfuroxidans	1773489	bacteria_genus	2811	0	0	0				absent
UP000636505	Vasconcelosia minhoensis LEGE 07310	915328	bacteria_genus	4842	0	0	0				absent
UP000030661	Vecturithrix granuli	1499967	bacteria_genus	7048	0	0	0				absent
UP000009891	Veillonella seminalis ACS-216-V-Col6b	883156	bacteria_genus	2124	0	0	0				absent
UP000287243	Velamenicoccus archaeovorus	1930593	bacteria_genus	1851	0	0	0				absent
UP000585437	Velazquezella soli	424798	bacteria_genus	4548	0	0	0				absent
UP000482209	Velocimicrobium porci	2606634	bacteria_genus	2780	0	0	0				absent
UP000596074	Venatoribacter cucullus	2661630	bacteria_genus	2564	0	0	0				absent
UP001157947	Venenivibrio stagnispumantis	407998	bacteria_genus	1660	0	0	0				absent
UP000072660	Ventosimonas gracilis	1680762	bacteria_genus	2412	0	0	0				absent
UP001437460	Ventrimonas faecis	3133170	bacteria_genus	3047	0	0	0				absent
UP000000374	Verminephrobacter eiseniae (strain EF01-2)	391735	bacteria_genus	4911	0	0	0				absent
UP000094936	Veronia pacifica	1080227	bacteria_genus	4376	0	0	0				absent
UP000478148	Verrucosispora sioxanthis	2499994	bacteria_genus	5214	0	0	1				absent
UP000318405	Verticiella sediminum	1247510	bacteria_genus	5320	0	0	0				absent
UP000681035	Vescimonas coprocola	2714355	bacteria_genus	2426	0	0	0				absent
UP000000247	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	412965	bacteria_genus	936	0	0	0				absent
UP000281691	Vespertiliibacter pulmonis	1443036	bacteria_genus	1636	0	0	0				absent
UP000029223	Vibrio variabilis	990271	bacteria_genus	7941	0	0	0				absent
UP000321721	Vicingus serpentipes	1926625	bacteria_genus	2518	0	0	0				absent
UP000435649	Victivallis lenta	2606640	bacteria_genus	4403	0	0	0				absent
UP000321638	Vineibacter terrae	2586908	bacteria_genus	7888	0	0	0				absent
UP000634435	Virgibacillus salexigens (Salibacillus salexigens)	61016	bacteria_genus	4435	0	0	0				absent
UP000612585	Virgisporangium aurantiacum	175570	bacteria_genus	12599	0	0	0				absent
UP000019062	Viridibacillus arenosi FSL R5-213	1227360	bacteria_genus	4296	0	0	0				absent
UP001500547	Viridibacterium curvum	1101404	bacteria_genus	4000	0	0	0				absent
UP000832011	Vitreoscilla massiliensis	1689272	bacteria_genus	3509	0	0	0				absent
UP001433638	Vogesella oryzagri	3160864	bacteria_genus	3612	0	0	0				absent
UP001155500	Volucribacter amazonae	256731	bacteria_genus	2334	0	0	0				absent
UP000289555	Vreelandella olivaria	390919	bacteria_genus	7365	0	0	0				absent
UP000243739	Vulcanibacillus modesticaldus	337097	bacteria_genus	2107	0	0	0				absent
UP000269708	Vulcaniibacterium tengchongense	1273429	bacteria_genus	3153	0	0	0				absent
UP001317532	Vulcanimicrobium alpinum	3016050	bacteria_genus	3495	0	0	0				absent
UP000055590	Vulgatibacter incomptus	1391653	bacteria_genus	3704	0	0	0				absent
UP000001505	Waddlia chondrophila (strain ATCC VR-1470 / WSU 86-1044)	716544	bacteria_genus	1919	0	0	0				absent
UP001197795	Waltera acetigignens	2981769	bacteria_genus	3537	0	0	0				absent
UP001501126	Wandonia haliotis	574963	bacteria_genus	3439	0	0	0				absent
UP000515860	Wansuia hejianensis	2763667	bacteria_genus	3481	0	0	0				absent
UP000729733	Waterburya agarophytonicola KI4	2874699	bacteria_genus	4585	0	0	0				absent
UP000008641	Weeksella virosa (strain ATCC 43766 / DSM 16922 / JCM 21250 / CCUG 30538 / CDC 9751 / IAM 14551 / NBRC 16016 / NCTC 11634 / CL345/78)	865938	bacteria_genus	2045	0	0	0				absent
UP000032287	Weissella cibaria	137591	bacteria_genus	2282	0	0	0				absent
UP000391919	Weizmannia acidilactici	2607726	bacteria_genus	3235	0	0	0				absent
UP000641932	Wenjunlia tyrosinilytica	1544741	bacteria_genus	7219	0	0	0				absent
UP000035100	Wenxinia marina DSM 24838	1123501	bacteria_genus	4030	0	0	0				absent
UP000745859	Wenyingzhuangia heitensis	1487859	bacteria_genus	3093	0	0	0				absent
UP000066624	Wenzhouxiangella marina	1579979	bacteria_genus	3023	0	0	0				absent
UP000009061	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	1142511	bacteria_genus	618	0	0	0				absent
UP000247591	Williamsia limnetica	882452	bacteria_genus	6015	0	0	0				absent
UP000237865	Williamsoniiplasma lucivorax	209274	bacteria_genus	951	0	0	0				absent
UP000199452	Williamwhitmania taraxaci	1640674	bacteria_genus	3616	0	0	0				absent
UP000235122	Winkia neuii	33007	bacteria_genus	2120	0	0	0				absent
UP000007254	Winmispira thermophila (strain ATCC 700085 / DSM 6578 / Z-1203) (Spirochaeta thermophila)	869211	bacteria_genus	2249	0	0	0				absent
UP000603200	Winogradskya humida	113566	bacteria_genus	10057	0	0	0				absent
UP000014962	Winogradskyella psychrotolerans RS-3	641526	bacteria_genus	4023	0	0	0				absent
UP001195624	Winslowiella toletana	92490	bacteria_genus	4876	0	0	0				absent
UP001199795	Wocania arenilitoris	2044858	bacteria_genus	2941	0	0	0				absent
UP000092695	Woeseia oceani	1548547	bacteria_genus	3565	0	0	0				absent
UP001500631	Wohlfahrtiimonas larvae	1157986	bacteria_genus	2379	0	0	0				absent
UP000175679	Wolbachia pipientis	955	bacteria_genus	851	0	0	0				absent
UP000000422	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	273121	bacteria_genus	2028	0	0	0				absent
UP000515819	Wujia chipingensis	2763670	bacteria_genus	2620	0	0	0				absent
UP000596427	Xanthobacter dioxanivorans	2528964	bacteria_genus	5810	0	0	0				absent
UP001232063	Xanthocytophaga agilis	3048010	bacteria_genus	7973	0	0	0				absent
UP000245430	Xanthomarina spongicola	570520	bacteria_genus	2908	0	0	0				absent
UP000515406	Xanthomonas hortorum pv. vitians	83224	bacteria_genus	4861	0	0	0				absent
UP000186364	Xaviernesmea oryzae	464029	bacteria_genus	4627	0	0	0				absent
UP001212602	Xenophilus arseniciresistens	1283306	bacteria_genus	4532	0	0	0				absent
UP000019202	Xenorhabdus szentirmaii DSM 16338	1427518	bacteria_genus	4565	0	0	0				absent
UP000636394	Xiamenia xianingshaonis	2682776	bacteria_genus	1889	0	0	0				absent
UP001056426	Xiashengella succiniciproducens	2949635	bacteria_genus	2420	0	0	0				absent
UP000677918	Xylanibacillus composti	1572762	bacteria_genus	4388	0	0	0				absent
UP000000927	Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23) (Prevotella ruminicola)	264731	bacteria_genus	2761	0	0	1				absent
UP000293852	Xylanimonas ulmi	228973	bacteria_genus	3500	0	0	0				absent
UP000000812	Xylella fastidiosa (strain 9a5c)	160492	bacteria_genus	2772	0	0	0				absent
UP001321861	Xylocopilactobacillus apicola	2932184	bacteria_genus	2158	0	0	0				absent
UP000464787	Xylophilus rhododendri	2697032	bacteria_genus	5232	0	0	0				absent
UP001232156	Yanghanlia caeni	3064283	bacteria_genus	2959	0	0	0				absent
UP001501461	Yaniella flava	287930	bacteria_genus	2983	0	0	0				absent
UP000658131	Yanshouia hominis	2763673	bacteria_genus	3111	0	0	0				absent
UP000651482	Yeguia hominis	2763662	bacteria_genus	2664	0	0	0				absent
UP000612329	Yeosuana aromativorans	288019	bacteria_genus	3287	0	0	0				absent
UP000044625	Yersinia pekkanenii	1288385	bacteria_genus	4770	0	0	0				absent
UP000320806	Yimella lutea	587872	bacteria_genus	3251	0	0	0				absent
UP001500466	Yinghuangia aomiensis	676205	bacteria_genus	8510	0	0	0				absent
UP000267341	Yokenella regensburgei	158877	bacteria_genus	4396	0	0	0				absent
UP000244523	Yoonia sediminilitoris	1286148	bacteria_genus	4606	0	0	0				absent
UP000017747	Youngiibacter fragilis 232.1	994573	bacteria_genus	3729	0	0	0				absent
UP000623678	Youxingia wuxianensis	2763678	bacteria_genus	2651	0	0	0				absent
UP000325307	Zafaria cholistanensis	1682741	bacteria_genus	2962	0	0	0				absent
UP000621799	Zarconia navalis LEGE 11467	1828826	bacteria_genus	3622	0	0	0				absent
UP000246077	Zavarzinia compransoris	1264899	bacteria_genus	4405	0	0	0				absent
UP000295468	Zeaxanthinibacter enoshimensis	392009	bacteria_genus	2926	0	0	0				absent
UP000321548	Zeimonas arvi	2498847	bacteria_genus	3574	0	0	0				absent
UP000298438	Zemynaea arenosa	2561931	bacteria_genus	4573	0	0	0				absent
UP000583387	Zestomonas carbonaria	2762745	bacteria_genus	4867	0	0	0				absent
UP000221168	Zhengella mangrovi	1982044	bacteria_genus	4686	0	0	0				absent
UP000655830	Zhenhengia yiwuensis	2763666	bacteria_genus	3902	0	0	0				absent
UP000602647	Zhenpiania hominis	2763644	bacteria_genus	3241	0	0	0				absent
UP000292685	Zhihengliuella halotolerans	370736	bacteria_genus	3241	0	0	0				absent
UP001500392	Zhongshania borealis	889488	bacteria_genus	3820	0	0	0				absent
UP000018850	Zhouia amylolytica AD3	1286632	bacteria_genus	3353	0	0	0				absent
UP000001303	Zinderia insecticola (strain CARI)	871271	bacteria_genus	206	0	0	0				absent
UP000272462	Ziziphus jujuba witches'-broom phytoplasma	135727	bacteria_genus	597	0	0	0				absent
UP000638570	Zobellella iuensis	2803811	bacteria_genus	3839	0	0	0				absent
UP000008898	Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij)	63186	bacteria_genus	4708	0	0	0				absent
UP000660861	Zongyangia hominis	2763677	bacteria_genus	2263	0	0	0				absent
UP000580043	Zoogloea dura	2728840	bacteria_genus	5080	0	0	0				absent
UP000257039	Zooshikella ganghwensis	202772	bacteria_genus	5263	0	0	0				absent
UP000501168	Zophobihabitans entericus	1635327	bacteria_genus	2340	0	0	0				absent
UP000001654	Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) (Wangia profunda)	655815	bacteria_genus	4633	0	0	0				absent
UP001654239	Zwartia panacis	2683345	bacteria_genus	3116	0	0	0				absent
UP000267342	Zymobacter palmae	33074	bacteria_genus	2668	0	0	0				absent
UP000001173	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264203	bacteria_genus	1779	0	0	0				absent
UP000254649	[Actinobacillus] rossii	123820	bacteria_genus	2555	0	0	0				absent
UP000190797	[Actinomadura] parvosata subsp. kistnae	1909395	bacteria_genus	11313	0	0	0				absent
UP000580891	[Anoxybacillus] calidus	575178	bacteria_genus	3503	0	0	0				absent
UP000181997	[Bacillus] enclensis	1402860	bacteria_genus	4411	0	0	0				absent
UP000003136	[Bacteroides] pectinophilus ATCC 43243	483218	bacteria_genus	3243	0	0	0				absent
UP000006166	[Borrelia] finlandensis	498741	bacteria_genus	1300	0	0	0				absent
UP000034037	[Brevibacterium] flavum	92706	bacteria_genus	2951	0	0	0				absent
UP000004756	[Clostridium] asparagiforme DSM 15981	518636	bacteria_genus	6817	0	0	0				absent
UP000195781	[Collinsella] massiliensis	1232426	bacteria_genus	1896	0	0	1				absent
UP001244623	[Curtobacterium] plantarum	221276	bacteria_genus	4350	0	0	0				absent
UP000321323	[Empedobacter] haloabium	592317	bacteria_genus	5493	0	0	0				absent
UP000005326	[Eubacterium] siraeum DSM 15702	428128	bacteria_genus	2691	0	0	0				absent
