upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000180175	Anaerobacillus isosaccharinicus	1532552	bacteria_genus	4874	0	0	0				absent
UP000253034	Anaerobacterium chartisolvens	1297424	bacteria_genus	4253	0	0	0				absent
UP000250086	Anaerobiospirillum thomasii	179995	bacteria_genus	2368	0	0	0				absent
UP000199315	Anaerobium acetethylicum	1619234	bacteria_genus	4003	0	0	0				absent
UP000243819	Anaerobranca gottschalkii DSM 13577	1120990	bacteria_genus	2302	0	0	0				absent
UP000217549	Anaerobutyricum hallii	39488	bacteria_genus	3043	0	0	0				absent
UP001322744	Anaerocellum danielii	1387557	bacteria_genus	2616	0	0	0				absent
UP000005984	Anaerococcus lactolyticus ATCC 51172	525254	bacteria_genus	2252	0	0	0				absent
UP000184386	Anaerocolumna jejuensis DSM 15929	1121322	bacteria_genus	5667	0	0	0				absent
UP000659630	Anaerofilum hominis	2763016	bacteria_genus	2696	0	0	0				absent
UP000005178	Anaerofustis stercorihominis DSM 17244	445971	bacteria_genus	2331	0	0	0				absent
UP000189674	Anaerohalosphaera lusitana	1936003	bacteria_genus	3413	0	0	0				absent
UP000008922	Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1)	926569	bacteria_genus	3110	0	0	0				absent
UP001298681	Anaeromassilibacillus senegalensis	1673717	bacteria_genus	2703	0	0	0				absent
UP000216024	Anaeromicrobium sediminis	1478221	bacteria_genus	4258	0	0	0				absent
UP000595897	Anaeromicropila herbilytica	2785025	bacteria_genus	4293	0	0	0				absent
UP000724672	Anaeromonas frigoriresistens	2683708	bacteria_genus	3345	0	0	0				absent
UP001162891	Anaeromyxobacter oryzae	2918170	bacteria_genus	5881	0	0	0				absent
UP000266506	Anaeroplasma bactoclasticum	2088	bacteria_genus	1953	0	0	0				absent
UP000243297	Anaerorhabdus furcosa	118967	bacteria_genus	2330	0	0	0				absent
UP001652841	Anaerorudis cellulosivorans	3397862	bacteria_genus	2190	0	0	0				absent
UP000255036	Anaerosacchariphilus polymeriproducens	1812858	bacteria_genus	3531	0	0	0				absent
UP001142078	Anaerosalibacter massiliensis	1347392	bacteria_genus	3174	0	0	0				absent
UP001254848	Anaeroselena agilis	3063788	bacteria_genus	4449	0	0	0				absent
UP001243623	Anaerosinus gibii	3054208	bacteria_genus	2442	0	0	0				absent
UP000579281	Anaerosolibacter carboniphilus	1417629	bacteria_genus	5119	0	0	0				absent
UP000288812	Anaerosphaera multitolerans	2487351	bacteria_genus	2100	0	0	0				absent
UP000295063	Anaerospora hongkongensis	244830	bacteria_genus	4497	0	0	0				absent
UP000184038	Anaerosporobacter mobilis DSM 15930	1120996	bacteria_genus	4544	0	0	0				absent
UP000076268	Anaerosporomusa subterranea	1794912	bacteria_genus	3585	0	0	0				absent
UP000004935	Anaerostipes caccae (strain DSM 14662 / CCUG 47493 / JCM 13470 / NCIMB 13811 / L1-92)	411490	bacteria_genus	3743	0	0	0				absent
UP000461585	Anaerotalea alkaliphila	2662126	bacteria_genus	2757	0	0	0				absent
UP000183975	Anaerotignum lactatifermentans DSM 14214	1121323	bacteria_genus	3500	0	0	0				absent
UP000003803	Anaerotruncus colihominis DSM 17241	445972	bacteria_genus	4421	0	0	0				absent
UP000433181	Anaerovibrio slackiae	2652309	bacteria_genus	2715	0	0	0				absent
UP000198304	Anaerovirgula multivorans	312168	bacteria_genus	5186	0	0	0				absent
UP001524502	Anaerovorax odorimutans	109327	bacteria_genus	3703	0	0	0				absent
UP000001943	Anaplasma phagocytophilum (strain HZ)	212042	bacteria_genus	1330	0	0	0				absent
UP000315017	Anatilimnocola aggregata	2528021	bacteria_genus	6977	0	0	0				absent
UP000245283	Ancrocorticia populi	2175228	bacteria_genus	2288	0	0	0				absent
UP001597299	Ancylobacter oerskovii	459519	bacteria_genus	5051	0	0	0				absent
UP000285794	Ancylomarina euxina	2283627	bacteria_genus	3457	0	0	0				absent
UP000027821	Anditalea andensis	1048983	bacteria_genus	4341	0	0	0				absent
UP000177894	Andreesenella formicacetica	1497	bacteria_genus	3990	0	0	0				absent
UP000180254	Andreesenia angusta	39480	bacteria_genus	2379	0	0	0				absent
UP000192761	Andreprevotia lacus DSM 23236	1121001	bacteria_genus	4303	0	0	0				absent
UP000016511	Aneurinibacillus aneurinilyticus ATCC 12856	649747	bacteria_genus	6213	0	0	0				absent
UP001157017	Angustibacter aerolatus	1162965	bacteria_genus	4706	0	0	0				absent
UP001231362	Anoxybacillus andreesenii	1325932	bacteria_genus	4347	0	0	0				absent
UP000267250	Anoxybacter fermentans	1323375	bacteria_genus	3011	0	0	0				absent
UP000594014	Anoxybacterium hadale	3408580	bacteria_genus	4190	0	0	0				absent
UP001213979	Anoxybacteroides rupiense	311460	bacteria_genus	3544	0	0	0				absent
UP001158066	Anoxynatronum buryatiense	489973	bacteria_genus	3634	0	0	0				absent
UP000295807	Anseongella ginsenosidimutans	496056	bacteria_genus	3575	0	0	0				absent
UP000309016	Antarcticibacterium flavum	2058175	bacteria_genus	3535	0	0	0				absent
UP000295301	Antarcticimicrobium luteum	2547397	bacteria_genus	4345	0	0	0				absent
UP001163223	Antarcticirhabdus aurantiaca	2606717	bacteria_genus	5558	0	0	0				absent
UP000203589	Antarctobacter heliothermus	74033	bacteria_genus	4962	0	0	0				absent
UP001198200	Anthropogastromicrobium aceti	2981768	bacteria_genus	3159	0	0	0				absent
UP001241072	Antiquaquibacter soli	3064523	bacteria_genus	3120	0	0	0				absent
UP001165405	Antribacter soli	2910976	bacteria_genus	4336	0	0	0				absent
UP000237752	Antricoccus suffuscus	1629062	bacteria_genus	4340	0	0	0				absent
UP000535543	Antrihabitans stalactiti	2584121	bacteria_genus	6185	0	0	0				absent
UP000606721	Aphanizomenon flos-aquae FACHB-1040	2692887	bacteria_genus	4841	0	0	0				absent
UP000239001	Aphanothece hegewaldii CCALA 016	2107694	bacteria_genus	4827	0	0	0				absent
UP000238042	Apibacter adventoris	1679466	bacteria_genus	2420	0	0	0				absent
UP000767392	Apilactobacillus timberlakei	2008380	bacteria_genus	1528	0	0	0				absent
UP000011885	Aporhodopirellula sallentina SM41	1263870	bacteria_genus	6872	0	0	0				absent
UP000294664	Aquabacter spiritensis	933073	bacteria_genus	4631	0	0	0				absent
UP000269265	Aquabacterium soli	2493092	bacteria_genus	4667	0	0	0				absent
UP001549076	Aquamicrobium terrae	1324945	bacteria_genus	5202	0	0	0				absent
UP000586093	Aquariibacter albus	2759899	bacteria_genus	2983	0	0	0				absent
UP000598120	Aquaticitalea lipolytica	1247562	bacteria_genus	2836	0	0	0				absent
UP000236655	Aquella oligotrophica	2067065	bacteria_genus	2454	0	0	0				absent
UP001235343	Aquibacillus rhizosphaerae	3051431	bacteria_genus	4373	0	0	0				absent
UP001215503	Aquibaculum arenosum	3032591	bacteria_genus	3184	0	0	0				absent
UP001556692	Aquibium pacificus	3153579	bacteria_genus	5810	0	0	0				absent
UP000324194	Aquicella siphonis	254247	bacteria_genus	2580	0	0	0				absent
UP000325291	Aquicoccus porphyridii	1852029	bacteria_genus	4375	0	0	0				absent
UP000000798	Aquifex aeolicus (strain VF5)	224324	bacteria_genus	1553	0	0	0				absent
UP000192333	Aquiflexum balticum DSM 16537	758820	bacteria_genus	4889	0	0	0				absent
UP000501003	Aquiluna borgnonia	2499157	bacteria_genus	1370	0	0	0				absent
UP001356170	Aquilutibacter rugosus	3115820	bacteria_genus	1946	0	0	0				absent
UP000318833	Aquimarina algiphila	2047982	bacteria_genus	6064	0	0	0				absent
UP000193862	Aquimixticola soesokkakensis	1519096	bacteria_genus	3316	0	0	0				absent
UP000199603	Aquimonas voraii	265719	bacteria_genus	3593	0	0	0				absent
UP001056201	Aquincola tertiaricarbonis	391953	bacteria_genus	6354	0	0	0				absent
UP001193389	Aquipluma nitroreducens	2010828	bacteria_genus	4934	0	0	0				absent
UP000016560	Aquipseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / CCUG 1425 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577) (Pseudomonas alcaligenes)	1215092	bacteria_genus	4528	0	0	0				absent
UP001595685	Aquipuribacter hungaricus	545624	bacteria_genus	3870	0	0	0				absent
UP000253940	Aquirhabdus parva	2283318	bacteria_genus	3297	0	0	0				absent
UP001623558	Aquirufa salirivi	3104729	bacteria_genus	2675	0	0	0				absent
UP000276443	Aquisalibacillus elongatus	485577	bacteria_genus	2958	0	0	0				absent
UP000199657	Aquisalimonas asiatica	406100	bacteria_genus	3698	0	0	0				absent
UP000818603	Aquisalinus luteolus	1566827	bacteria_genus	3416	0	0	0				absent
UP000324233	Aquisphaera giovannonii	406548	bacteria_genus	7743	0	0	0				absent
UP000198290	Aquitalea magnusonii	332411	bacteria_genus	4389	0	0	0				absent
UP000321291	Arachidicoccus ginsenosidivorans	496057	bacteria_genus	4066	0	0	0				absent
UP000273044	Arachnia propionica	1750	bacteria_genus	3001	0	0	0				absent
UP000197065	Arboricoccus pini	1963835	bacteria_genus	3717	0	0	0				absent
UP001235966	Arcanobacterium wilhelmae	1803177	bacteria_genus	1812	0	0	0				absent
UP001207654	Archangium lansingense	2995310	bacteria_genus	10871	0	0	0				absent
UP000245489	Arcicella aurantiaca	591202	bacteria_genus	4947	0	0	1				absent
UP000000939	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)	572480	bacteria_genus	3125	0	0	0				absent
UP000322918	Arcticibacter tournemirensis	699437	bacteria_genus	4430	0	0	0				absent
UP000249873	Arcticibacterium luteifluviistationis	1784714	bacteria_genus	4329	0	0	0				absent
UP000037784	Ardenticatena maritima	872965	bacteria_genus	3144	0	0	0				absent
UP000184406	Arenibacter palladensis	237373	bacteria_genus	4570	0	0	0				absent
UP001191082	Arenibacterium halophilum	2583821	bacteria_genus	4291	0	0	0				absent
UP000253083	Arenicella xantha	644221	bacteria_genus	3918	0	0	0				absent
UP000305760	Arenimonas terrae	2546226	bacteria_genus	3016	0	0	0				absent
UP001157160	Arenivirga flava	1930060	bacteria_genus	3128	0	0	0				absent
UP000192328	Aristaeella lactis	3046383	bacteria_genus	3013	0	0	0				absent
UP000463975	Aristophania vespae	2697033	bacteria_genus	1570	0	0	0				absent
UP000520814	Armatimonas rosea	685828	bacteria_genus	5895	0	0	0				absent
UP000248925	Arminella tubonensis	484088	bacteria_genus	6043	0	0	0				absent
UP000634522	Aromatoleum toluolicum	90060	bacteria_genus	5565	0	0	0				absent
UP000181790	Arsenicibacter rosenii	1750698	bacteria_genus	5902	0	0	0				absent
UP001157109	Arsenicicoccus piscis	673954	bacteria_genus	3974	0	0	0				absent
UP000281547	Arsenicitalea aurantiaca	1783274	bacteria_genus	3476	0	0	0				absent
UP001177592	Arsenophonus nasoniae (son-killer infecting Nasonia vitripennis)	638	bacteria_genus	4377	0	0	0				absent
UP000704611	Arsukibacterium indicum	2848612	bacteria_genus	3704	0	0	0				absent
UP000295511	Arthrobacter terricola	2547396	bacteria_genus	5023	0	0	0				absent
UP000727490	Arthrospiribacter ruber	2487934	bacteria_genus	4262	0	0	0				absent
UP000295706	Arundinibacter roseus	2070510	bacteria_genus	4679	0	0	0				absent
UP000243255	Asaccharospora irregularis DSM 2635	1121321	bacteria_genus	2538	0	0	0				absent
UP001516351	Asaia spathodeae	657016	bacteria_genus	3083	0	0	0				absent
UP000256913	Asanoa ferruginea	53367	bacteria_genus	8328	0	0	0				absent
UP000244880	Ascidiaceihabitans donghaensis	1510460	bacteria_genus	4027	0	0	0				absent
UP001484199	Ash yellows phytoplasma	35780	bacteria_genus	504	0	0	0				absent
UP001257277	Asprobacillus argus	3076534	bacteria_genus	2833	0	0	0				absent
UP000001934	Aster yellows witches'-broom phytoplasma (strain AYWB)	322098	bacteria_genus	690	0	0	0				absent
UP000006512	Asticcacaulis biprosthecium C19	715226	bacteria_genus	4712	0	0	0				absent
UP000001405	Atelocyanobacterium thalassa (isolate ALOHA)	1453429	bacteria_genus	1199	0	0	0				absent
UP000463916	Athalassotoga saccharophila	1441386	bacteria_genus	87	0	0	0				absent
UP001187066	Atlantibacter subterraneus	255519	bacteria_genus	4515	0	0	0				absent
UP000599391	Atlanticothrix silvestris CENA357	1725252	bacteria_genus	5595	0	0	0				absent
UP000012651	Atopobium minutum 10063974	997872	bacteria_genus	1539	0	0	0				absent
UP001171751	Atopococcus tabaci	269774	bacteria_genus	1291	0	0	0				absent
UP000185766	Atopomonas hussainii	1429083	bacteria_genus	3415	0	0	0				absent
UP000184128	Atopostipes suicloacalis DSM 15692	1121025	bacteria_genus	1926	0	0	0				absent
UP000594463	Atribacter laminatus	2847778	bacteria_genus	2724	0	0	0				absent
UP001675543	Atrimonas thermophila	3064161	bacteria_genus	2225	0	0	0				absent
UP000265366	Aurantiacibacter xanthus	1784712	bacteria_genus	3955	0	0	0				absent
UP000238426	Aurantibacter aestuarii	1266046	bacteria_genus	2594	0	0	0				absent
UP000246894	Aurantimicrobium photophilum	1987356	bacteria_genus	1736	0	0	0				absent
UP000588647	Aurantimonas endophytica	1522175	bacteria_genus	4809	0	0	0				absent
UP000198546	Auraticoccus monumenti	675864	bacteria_genus	4049	0	0	0				absent
UP000295632	Aureibacillus halotolerans	1508390	bacteria_genus	4165	0	0	0				absent
UP001185092	Aureibacter tunicatorum	866807	bacteria_genus	5087	0	0	0				absent
UP000306229	Aureibaculum algae	2584122	bacteria_genus	4205	0	0	0				absent
UP000239366	Aureicoccus marinus	754435	bacteria_genus	2543	0	0	0				absent
UP000613160	Aureimonas glaciei	1776957	bacteria_genus	5354	0	0	0				absent
UP001060919	Aureispira anguillae	2864201	bacteria_genus	6316	0	0	0				absent
UP000239800	Aureitalea marina	930804	bacteria_genus	2645	0	0	0				absent
UP000318017	Aureliella helgolandensis	2527968	bacteria_genus	6357	0	0	0				absent
UP001224674	Auritidibacter ignavus	678932	bacteria_genus	2519	0	0	0				absent
UP000008495	Austwickia chelonae NBRC 105200	1184607	bacteria_genus	3048	0	0	0				absent
UP001262582	Autumnicola musiva	3075589	bacteria_genus	3899	0	0	0				absent
UP001347884	Avibacterium paragallinarum (Haemophilus gallinarum)	728	bacteria_genus	2531	0	0	0				absent
UP000231960	Avrilella dinanensis	2008672	bacteria_genus	2179	0	0	0				absent
UP000295129	Azoarcus indigens	29545	bacteria_genus	4840	0	0	0				absent
UP000000723	Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	bacteria_genus	847	0	0	0				absent
UP001293718	Azohydromonas lata	45677	bacteria_genus	6936	0	0	0				absent
UP000549250	Azomonas macrocytogenes (Azotobacter macrocytogenes)	69962	bacteria_genus	3862	0	0	0				absent
UP001725131	Azonexus caeni	266126	bacteria_genus	4153	0	0	0				absent
UP000606044	Azorhizobium oxalatiphilum	980631	bacteria_genus	5742	0	0	0				absent
UP001589891	Azorhizophilus paspali (Azotobacter paspali)	69963	bacteria_genus	4182	0	0	0				absent
UP000663444	Azospira restricta	404405	bacteria_genus	3712	0	0	0				absent
UP000007319	Azospirillum baldaniorum	1064539	bacteria_genus	7541	0	0	0				absent
UP000002424	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	322710	bacteria_genus	4990	0	0	0				absent
UP000441399	BD1-7 clade bacterium	2029982	bacteria_genus	4504	0	0	0				absent
UP001178888	Bacillus salipaludis	2547811	bacteria_genus	6203	0	0	0				absent
UP000202440	Bacterioplanes sanyensis	1249553	bacteria_genus	3784	0	0	0				absent
UP001595722	Bacterioplanoides pacificum	1171596	bacteria_genus	3459	0	0	0				absent
UP001302274	Bacteriovorax antarcticus	3088717	bacteria_genus	4092	0	0	0				absent
UP000003741	Bacteroides cellulosilyticus CL02T12C19	997874	bacteria_genus	6274	0	0	0				absent
UP000321805	Baekduia soli	496014	bacteria_genus	4785	0	0	0				absent
UP000294746	Baia soyae	1544746	bacteria_genus	2834	0	0	0				absent
UP000265768	Bailinhaonella thermotolerans	1070861	bacteria_genus	7783	0	0	0				absent
UP000317315	Balnearium lithotrophicum	223788	bacteria_genus	1855	0	0	0				absent
UP001589628	Balneatrix alpica	75684	bacteria_genus	3369	0	0	0				absent
UP000251835	Balneicella halophila	1537566	bacteria_genus	1790	0	0	0				absent
UP001254608	Banduia mediterranea	3075609	bacteria_genus	3589	0	0	0				absent
UP001299546	Bariatricus massiliensis	1745713	bacteria_genus	3963	0	0	0				absent
UP000006044	Barnesiella intestinihominis YIT 11860	742726	bacteria_genus	2808	0	0	1				absent
UP000318336	Barrientosiimonas humi	999931	bacteria_genus	3329	0	0	0				absent
UP000008952	Bartonella tamiae Th239	1094558	bacteria_genus	1978	0	0	0				absent
UP000199588	Basfia succiniciproducens	653940	bacteria_genus	2020	0	0	0				absent
UP000028945	Basilea psittacipulmonis DSM 24701	1072685	bacteria_genus	1452	0	0	0				absent
UP000626656	Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	bacteria_genus	2643	0	0	0				absent
UP000199071	Bauldia litoralis	665467	bacteria_genus	4760	0	0	0				absent
UP000002427	Baumannia cicadellinicola subsp. Homalodisca coagulata	374463	bacteria_genus	595	0	0	0				absent
UP000075320	Bdellovibrio bacteriovorus	959	bacteria_genus	3712	0	0	0				absent
UP000234271	Beggiatoa leptomitoformis	288004	bacteria_genus	3478	0	0	0				absent
UP000001695	Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712)	395963	bacteria_genus	3774	0	0	0				absent
UP001597361	Belliella marina	1644146	bacteria_genus	4581	0	0	0				absent
UP000050514	Bellilinea caldifistulae	360411	bacteria_genus	2990	0	0	0				absent
UP000660885	Belnapia arida	2804533	bacteria_genus	6510	0	0	0				absent
UP001661111	Bengtsoniella intestinalis	3073143	bacteria_genus	3321	0	0	0				absent
UP001375743	Benzoatithermus flavus	3108223	bacteria_genus	4778	0	0	0				absent
UP000254651	Bergeriella denitrificans (Neisseria denitrificans)	494	bacteria_genus	2212	0	0	0				absent
UP001432059	Bergeyella porcorum	1735111	bacteria_genus	2566	0	0	0				absent
UP000004263	Bermanella marisrubri	207949	bacteria_genus	3303	0	0	0				absent
UP000006054	Bernardetia litoralis (strain ATCC 23117 / DSM 6794 / NBRC 15988 / NCIMB 1366 / Fx l1 / Sio-4) (Flexibacter litoralis)	880071	bacteria_genus	3832	0	0	0				absent
UP000031121	Berryella intestinalis	1531429	bacteria_genus	1405	0	0	0				absent
UP000007962	Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / CCUG 43141 / JCM 11478 / NBRC 16432 / NCIMB 13614 / HKI 0122)	471853	bacteria_genus	4195	0	0	0				absent
UP001596483	Bhargavaea changchunensis	2134037	bacteria_genus	3210	0	0	0				absent
UP000657006	Bianquea renquensis	2763661	bacteria_genus	3382	0	0	0				absent
UP000019092	Bibersteinia trehalosi USDA-ARS-USMARC-189	1263831	bacteria_genus	2368	0	0	0				absent
UP000710815	Bifidobacterium amazonense	2809027	bacteria_genus	2567	0	0	0				absent
UP001224392	Biformimicrobium ophioploci	3036711	bacteria_genus	3101	0	0	0				absent
UP000466864	Bilifractor porci	2606636	bacteria_genus	2362	0	0	0				absent
UP001320154	Billgrantia desiderata	52021	bacteria_genus	4574	0	0	0				absent
UP000006034	Bilophila wadsworthia (strain 3_1_6)	563192	bacteria_genus	3779	0	0	0				absent
UP000280960	Biomaibacter acetigenes	2316383	bacteria_genus	3160	0	0	0				absent
UP000295719	Biostraticola tofi	466109	bacteria_genus	3912	0	0	0				absent
UP001596411	Bisbaumannia salifodinae	438745	bacteria_genus	4006	0	0	0				absent
UP001224083	Bisgaard Taxon 45	304289	bacteria_genus	2018	0	0	0				absent
UP000294841	Bisgaardia hudsonensis	109472	bacteria_genus	1892	0	0	0				absent
UP000474718	Bittarella massiliensis (ex Durand et al. 2017)	1720313	bacteria_genus	2773	0	0	0				absent
UP000625976	Bizionia arctica	1495645	bacteria_genus	3437	0	0	0				absent
UP000266934	Blastochloris tepida	2233851	bacteria_genus	3554	0	0	0				absent
UP001324287	Blastococcus brunescens	1564165	bacteria_genus	5670	0	0	0				absent
UP000248014	Blastomonas natatoria	34015	bacteria_genus	3871	0	0	0				absent
UP000237819	Blastopirellula marina	124	bacteria_genus	6156	0	0	0				absent
UP000263619	Blattabacterium cuenoti STAT	1457030	bacteria_genus	575	0	0	0				absent
UP001600941	Blautia parvula	2877527	bacteria_genus	6229	0	0	0				absent
UP000007794	Blochmanniella pennsylvanica (strain BPEN)	291272	bacteria_genus	610	0	0	0				absent
UP000765338	Bombella mellum	2039288	bacteria_genus	1796	0	0	0				absent
UP000284109	Bombilactobacillus bombi	1303590	bacteria_genus	1768	0	0	0				absent
UP001321766	Bombiscardovia nodaiensis	2932181	bacteria_genus	1796	0	0	0				absent
UP000281647	Borborobacter arsenicus	1851146	bacteria_genus	4868	0	0	0				absent
UP000216020	Bordetella genomosp. 10	1416804	bacteria_genus	6074	0	0	0				absent
UP000001634	Borrelia bissettiae (strain DSM 17990 / CIP 109136 / DN127) (Borreliella bissettiae)	521010	bacteria_genus	1403	0	0	0				absent
UP000005216	Borreliella afzelii (strain PKo) (Borrelia afzelii)	390236	bacteria_genus	1394	0	0	0				absent
UP000201838	Boseongicola aestuarii	1470561	bacteria_genus	4011	0	0	0				absent
UP000316426	Botrimarina mediterranea	2528022	bacteria_genus	4587	0	0	0				absent
UP000176288	Boudabousia tangfeifanii	1912795	bacteria_genus	1712	0	0	0				absent
UP000185628	Bowdeniella nasicola	208480	bacteria_genus	2401	0	0	0				absent
UP000663992	Bowmanella yangjiangensis	2811230	bacteria_genus	5370	0	0	0				absent
UP001519290	Brachybacterium sacelli	173364	bacteria_genus	4380	0	0	0				absent
UP001658494	Brachyspira pulli	310721	bacteria_genus	3130	0	0	0				absent
UP000249799	Bradymonas sediminis	1548548	bacteria_genus	3697	0	0	0				absent
UP001549291	Bradyrhizobium japonicum	375	bacteria_genus	10229	0	0	0				absent
UP000250028	Branchiibius hedensis	672460	bacteria_genus	3771	0	0	0				absent
UP000762253	Brasilonema octagenarum UFV-OR1	417115	bacteria_genus	6306	0	0	0				absent
UP000252962	Bremerella cremea	1031537	bacteria_genus	5691	0	0	0				absent
UP000044377	Brenneria goodwinii	1109412	bacteria_genus	4958	0	0	0				absent
UP000244081	Breoghania corrubedonensis	665038	bacteria_genus	4681	0	0	0				absent
UP000319578	Brevibacillus reuszeri	54915	bacteria_genus	6851	0	0	1				absent
UP000316406	Brevibacterium aurantiacum	273384	bacteria_genus	4260	0	0	0				absent
UP000321577	Brevifollis gellanilyticus	748831	bacteria_genus	5783	0	0	0				absent
UP000240042	Brevinema andersonii	34097	bacteria_genus	1441	0	0	0				absent
UP000187266	Brevirhabdus pacifica	1267768	bacteria_genus	2900	0	0	0				absent
UP001596152	Brevundimonas staleyi	74326	bacteria_genus	4027	0	0	0				absent
UP001230220	Breznakia pachnodae	265178	bacteria_genus	4061	0	0	0				absent
UP000249239	Breznakibacter xylanolyticus	990	bacteria_genus	3475	0	0	0				absent
UP000595917	Breznakiella homolactica	2798577	bacteria_genus	4092	0	0	0				absent
UP000019243	Brochothrix campestris FSL F6-1037	1265861	bacteria_genus	2423	0	0	0				absent
UP000267019	Brockia lithotrophica	933949	bacteria_genus	1680	0	0	0				absent
UP000749311	Brooklawnia cerclae	349934	bacteria_genus	3488	0	0	0				absent
UP001198962	Brotaphodocola catenula	2885361	bacteria_genus	2813	0	0	0				absent
UP001199319	Brotocaccenecus cirricatena	3064195	bacteria_genus	3338	0	0	0				absent
UP001652442	Brotonthovivens ammoniilytica	2981725	bacteria_genus	3076	0	0	0				absent
UP000216188	Brucella pseudogrignonensis	419475	bacteria_genus	5644	0	0	0				absent
UP000006251	Brumicola pallidula DSM 14239 = ACAM 615	1121922	bacteria_genus	4036	0	0	0				absent
UP000293952	Brumimicrobium glaciale	200475	bacteria_genus	3396	0	0	0				absent
UP000218238	Brunnivagina elsteri CCALA 953	987040	bacteria_genus	5667	0	0	0				absent
UP000236728	Bryocella elongata	863522	bacteria_genus	4503	0	0	0				absent
UP001176960	Brytella acorum	2959299	bacteria_genus	3181	0	0	0				absent
UP000185612	Buchananella hordeovulneris	52770	bacteria_genus	2109	0	0	0				absent
UP000298594	Buchnera aphidicola (Brachycaudus cardui)	557993	bacteria_genus	586	0	0	0				absent
UP000224974	Budvicia aquatica	82979	bacteria_genus	4968	0	0	0				absent
UP000005017	Bulleidia extructa W1219	679192	bacteria_genus	1415	0	0	0				absent
UP000460549	Bullifex porci	2606638	bacteria_genus	2214	0	0	0				absent
UP000494120	Burkholderia aenigmatica	2015348	bacteria_genus	8647	0	0	0				absent
UP001246690	Buttiauxella selenatireducens	3073902	bacteria_genus	4589	0	0	0				absent
UP000050833	Butyribacter intestini	1703332	bacteria_genus	2958	0	0	0				absent
UP000013981	Butyricicoccus pullicaecorum 1.2	1203606	bacteria_genus	3107	0	0	0				absent
UP001302374	Butyricimonas paravirosa	1472417	bacteria_genus	4383	0	0	0				absent
UP000184278	Butyrivibrio fibrisolvens DSM 3071	1121131	bacteria_genus	4043	0	0	0				absent
UP000323917	Bythopirellula goksoeyrii	1400387	bacteria_genus	5289	0	0	0				absent
UP000214720	Caballeronia sordidicola (Burkholderia sordidicola)	196367	bacteria_genus	9255	0	0	0				absent
UP000698924	Caecibacteroides pullorum	2725562	bacteria_genus	2890	0	0	0				absent
UP000036771	Caedimonas varicaedens	1629334	bacteria_genus	1663	0	0	0				absent
UP000016568	Caenibius tardaugens NBRC 16725	1219035	bacteria_genus	4005	0	0	0				absent
UP000318199	Caenimonas sedimenti	2596921	bacteria_genus	5612	0	0	0				absent
UP000219621	Caenispirillum bisanense	414052	bacteria_genus	4942	0	0	0				absent
UP001235840	Caldalkalibacillus horti	77523	bacteria_genus	4462	0	0	0				absent
UP000000555	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	273068	bacteria_genus	2545	0	0	0				absent
UP000184088	Caldanaerobius fijiensis DSM 17918	1121256	bacteria_genus	2707	0	0	0				absent
UP000184375	Caldanaerovirga acetigignens	447595	bacteria_genus	2288	0	0	0				absent
UP000197032	Calderihabitans maritimus	1246530	bacteria_genus	3537	0	0	0				absent
UP000040576	Caldibacillus thermoamylovorans	35841	bacteria_genus	3440	0	0	0				absent
UP000000256	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	351627	bacteria_genus	2629	0	0	0				absent
UP000502699	Caldichromatium japonicum	2699430	bacteria_genus	2609	0	0	0				absent
UP000198577	Caldicoprobacter faecalis	937334	bacteria_genus	2413	0	0	0				absent
UP001459714	Caldifermentibacillus hisashii	996558	bacteria_genus	3944	0	0	0				absent
UP000007880	Caldilinea aerophila (strain DSM 14535 / JCM 11387 / NBRC 104270 / STL-6-O1)	926550	bacteria_genus	4097	0	0	0				absent
UP000068196	Caldimicrobium thiodismutans	1653476	bacteria_genus	1771	0	0	0				absent
UP000035352	Caldimonas brevitalea	413882	bacteria_genus	5541	0	0	0				absent
UP001163687	Caldinitratiruptor microaerophilus	671077	bacteria_genus	3502	0	0	0				absent
UP000013378	Caldisalinibacter kiritimatiensis	1304284	bacteria_genus	2681	0	0	0				absent
UP000004793	Caldisericum exile (strain DSM 21853 / NBRC 104410 / AZM16c01)	511051	bacteria_genus	1566	0	0	0				absent
UP000637720	Calditerricola satsumensis	373054	bacteria_genus	2362	0	0	0				absent
UP000007039	Calditerrivibrio nitroreducens (strain DSM 19672 / NBRC 101217 / Yu37-1)	768670	bacteria_genus	2089	0	0	0				absent
