query	target	query_role	target_role	query_call	target_call	query_paralog	target_paralog	tm_query	tm_target	tm_max	rmsd	aligned	seq_identity	len_query	len_target	ok	error
model_Q14643	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.6516	0.8432	0.8432	5.42	1933	0.603	2695	2047	1	
model_Q14643	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.6784	0.7923	0.7923	6.66	2111	0.531	2695	2272	1	
model_Q14643	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7976	0.9433	0.9433	3.65	2245	0.681	2695	2268	1	
model_Q14643	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.5673	0.7312	0.7312	6.91	1782	0.582	2695	2034	1	
model_Q63269	model_Q63269	model	model	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2670	1.0	2670	2670	1	
model_Q63269	model_Q8WSR4	model	model	ITPR	ITPR	ITPR3		0.8707	0.862	0.8707	4.73	2485	0.568	2670	2698	1	
model_Q63269	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR3		0.4199	0.6278	0.6278	6.42	1284	0.319	2670	1713	1	
model_Q63269	model_Q9Z329	model	model	ITPR	ITPR	ITPR3	ITPR2	0.8387	0.8393	0.8393	5.59	2457	0.65	2670	2668	1	
model_Q63269	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR3	ITPR1	0.7932	0.9154	0.9154	4.0	2242	0.629	2670	2300	1	
model_Q63269	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR3	ITPR2	0.7682	0.9387	0.9387	3.88	2165	0.711	2670	2168	1	
model_Q63269	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR3	ITPR3	0.6437	0.7644	0.7644	6.68	1984	0.806	2670	2210	1	
model_Q63269	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR3	RYR1	0.6162	0.3998	0.6162	9.05	2104	0.137	2670	4373	1	
model_Q63269	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR3	RYR2	0.624	0.4161	0.624	8.7	2096	0.144	2670	4224	1	
model_Q63269	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.79	0.9623	0.9623	2.93	2181	0.911	2670	2181	1	
model_Q63269	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.66	0.8461	0.8461	5.39	1943	0.805	2670	2047	1	
model_Q63269	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.692	0.802	0.802	6.45	2115	0.774	2670	2272	1	
model_Q63269	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8047	0.9429	0.9429	3.35	2238	0.951	2670	2268	1	
model_Q63269	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.5781	0.7379	0.7379	7.18	1816	0.753	2670	2034	1	
model_Q8WSR4	model_Q8WSR4	model	model	ITPR	ITPR			1.0	1.0	1.0	0.0	2698	1.0	2698	2698	1	
model_Q8WSR4	model_Q9Y0A1	model	model	ITPR	ITPR			0.4221	0.6363	0.6363	6.69	1314	0.312	2698	1713	1	
model_Q8WSR4	model_Q9Z329	model	model	ITPR	ITPR		ITPR2	0.8513	0.8605	0.8605	5.27	2492	0.613	2698	2668	1	
model_Q8WSR4	reference_ITPR1_7LHF	model	reference	ITPR	ITPR		ITPR1	0.7974	0.93	0.93	3.93	2269	0.661	2698	2300	1	
model_Q8WSR4	reference_ITPR2_9YKK	model	reference	ITPR	ITPR		ITPR2	0.7547	0.9323	0.9323	3.94	2143	0.653	2698	2168	1	
model_Q8WSR4	reference_ITPR3_8TKG	model	reference	ITPR	ITPR		ITPR3	0.622	0.744	0.744	6.99	1967	0.543	2698	2210	1	
model_Q8WSR4	reference_RYR1_9NMO	model	reference	ITPR	RYR		RYR1	0.6291	0.4103	0.6291	8.53	2125	0.135	2698	4373	1	
model_Q8WSR4	reference_RYR2_7U9X	model	reference	ITPR	RYR		RYR2	0.6426	0.4307	0.6426	8.28	2139	0.139	2698	4224	1	
model_Q8WSR4	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR		ITPR3	0.7677	0.9446	0.9446	3.37	2151	0.616	2698	2181	1	
model_Q8WSR4	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR		ITPR3	0.6378	0.8248	0.8248	5.71	1912	0.556	2698	2047	1	
model_Q8WSR4	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR		ITPR3	0.6647	0.7767	0.7767	6.88	2085	0.447	2698	2272	1	
model_Q8WSR4	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR		ITPR3	0.785	0.9293	0.9293	3.63	2212	0.627	2698	2268	1	
model_Q8WSR4	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR		ITPR3	0.5553	0.7149	0.7149	7.16	1766	0.488	2698	2034	1	
model_Q9Y0A1	model_Q9Y0A1	model	model	ITPR	ITPR			1.0	1.0	1.0	0.0	1713	1.0	1713	1713	1	
model_Q9Y0A1	model_Q9Z329	model	model	ITPR	ITPR		ITPR2	0.64	0.4252	0.64	5.84	1269	0.321	1713	2668	1	
model_Q9Y0A1	reference_ITPR1_7LHF	model	reference	ITPR	ITPR		ITPR1	0.5898	0.4513	0.5898	6.17	1193	0.34	1713	2300	1	
model_Q9Y0A1	reference_ITPR2_9YKK	model	reference	ITPR	ITPR		ITPR2	0.5817	0.4696	0.5817	6.2	1175	0.334	1713	2168	1	
model_Q9Y0A1	reference_ITPR3_8TKG	model	reference	ITPR	ITPR		ITPR3	0.6708	0.5307	0.6708	5.45	1320	0.356	1713	2210	1	
model_Q9Y0A1	reference_RYR1_9NMO	model	reference	ITPR	RYR		RYR1	0.6266	0.2705	0.6266	7.21	1342	0.149	1713	4373	1	
model_Q9Y0A1	reference_RYR2_7U9X	model	reference	ITPR	RYR		RYR2	0.6307	0.2798	0.6307	7.04	1336	0.148	1713	4224	1	
model_Q9Y0A1	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR		ITPR3	0.6024	0.4839	0.6024	5.98	1213	0.336	1713	2181	1	
model_Q9Y0A1	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR		ITPR3	0.679	0.5745	0.679	4.63	1289	0.374	1713	2047	1	
model_Q9Y0A1	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR		ITPR3	0.7236	0.5558	0.7236	4.87	1388	0.372	1713	2272	1	
model_Q9Y0A1	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR		ITPR3	0.6103	0.4729	0.6103	5.95	1227	0.338	1713	2268	1	
model_Q9Y0A1	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR		ITPR3	0.592	0.5058	0.592	5.75	1174	0.339	1713	2034	1	
model_Q9Z329	model_Q9Z329	model	model	ITPR	ITPR	ITPR2	ITPR2	1.0	1.0	1.0	0.0	2668	1.0	2668	2668	1	
model_Q9Z329	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR2	ITPR1	0.7839	0.9029	0.9029	4.6	2249	0.659	2668	2300	1	
model_Q9Z329	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR2	ITPR2	0.743	0.9055	0.9055	4.63	2130	0.907	2668	2168	1	
model_Q9Z329	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR2	ITPR3	0.6466	0.7686	0.7686	6.21	1961	0.61	2668	2210	1	
model_Q9Z329	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR2	RYR1	0.627	0.4029	0.627	8.65	2077	0.149	2668	4373	1	
model_Q9Z329	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR2	RYR2	0.6345	0.42	0.6345	8.39	2080	0.151	2668	4224	1	
model_Q9Z329	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.7728	0.9405	0.9405	3.12	2137	0.708	2668	2181	1	
model_Q9Z329	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6621	0.8498	0.8498	5.03	1926	0.649	2668	2047	1	
model_Q9Z329	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6848	0.7925	0.7925	6.47	2103	0.559	2668	2272	1	
model_Q9Z329	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.8033	0.9413	0.9413	2.9	2214	0.716	2668	2268	1	
model_Q9Z329	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6014	0.7714	0.7714	6.22	1820	0.634	2668	2034	1	
reference_ITPR1_7LHF	reference_ITPR1_7LHF	reference	reference	ITPR	ITPR	ITPR1	ITPR1	1.0	1.0	1.0	0.0	2300	1.0	2300	2300	1	
reference_ITPR1_7LHF	reference_ITPR2_9YKK	reference	reference	ITPR	ITPR	ITPR1	ITPR2	0.9066	0.9607	0.9607	2.49	2141	0.7	2300	2168	1	
reference_ITPR1_7LHF	reference_ITPR3_8TKG	reference	reference	ITPR	ITPR	ITPR1	ITPR3	0.7085	0.7344	0.7344	6.55	1911	0.546	2300	2210	1	
reference_ITPR1_7LHF	reference_RYR1_9NMO	reference	reference	ITPR	RYR	ITPR1	RYR1	0.6722	0.3792	0.6722	8.17	1934	0.135	2300	4373	1	
reference_ITPR1_7LHF	reference_RYR2_7U9X	reference	reference	ITPR	RYR	ITPR1	RYR2	0.6841	0.3965	0.6841	7.98	1943	0.138	2300	4224	1	
reference_ITPR1_7LHF	state_panel_ITPR3_6DQJ	reference	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.8956	0.943	0.943	3.48	2160	0.644	2300	2181	1	
reference_ITPR1_7LHF	state_panel_ITPR3_7T3P	reference	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7473	0.8332	0.8332	5.38	1910	0.59	2300	2047	1	
reference_ITPR1_7LHF	state_panel_ITPR3_8TKF	reference	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7698	0.7783	0.7783	6.71	2078	0.536	2300	2272	1	
reference_ITPR1_7LHF	state_panel_ITPR3_8TKH	reference	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.9095	0.9219	0.9219	3.61	2197	0.64	2300	2268	1	
reference_ITPR1_7LHF	state_panel_ITPR3_8TLA	reference	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.6382	0.7125	0.7125	6.79	1733	0.513	2300	2034	1	
reference_ITPR2_9YKK	reference_ITPR2_9YKK	reference	reference	ITPR	ITPR	ITPR2	ITPR2	1.0	1.0	1.0	0.0	2168	1.0	2168	2168	1	
reference_ITPR2_9YKK	reference_ITPR3_8TKG	reference	reference	ITPR	ITPR	ITPR2	ITPR3	0.7462	0.7336	0.7462	6.81	1930	0.589	2168	2210	1	
reference_ITPR2_9YKK	reference_RYR1_9NMO	reference	reference	ITPR	RYR	ITPR2	RYR1	0.6977	0.3731	0.6977	8.03	1894	0.142	2168	4373	1	
reference_ITPR2_9YKK	reference_RYR2_7U9X	reference	reference	ITPR	RYR	ITPR2	RYR2	0.7088	0.389	0.7088	7.7	1890	0.146	2168	4224	1	
reference_ITPR2_9YKK	state_panel_ITPR3_6DQJ	reference	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.9352	0.9298	0.9352	3.53	2129	0.709	2168	2181	1	
reference_ITPR2_9YKK	state_panel_ITPR3_7T3P	reference	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.7825	0.8253	0.8253	5.79	1917	0.639	2168	2047	1	
reference_ITPR2_9YKK	state_panel_ITPR3_8TKF	reference	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.7749	0.7429	0.7749	6.76	1989	0.581	2168	2272	1	
reference_ITPR2_9YKK	state_panel_ITPR3_8TKH	reference	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.9395	0.8993	0.9395	3.8	2147	0.711	2168	2268	1	
reference_ITPR2_9YKK	state_panel_ITPR3_8TLA	reference	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6625	0.7012	0.7012	7.0	1720	0.548	2168	2034	1	
reference_ITPR3_8TKG	reference_ITPR3_8TKG	reference	reference	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2210	1.0	2210	2210	1	
reference_ITPR3_8TKG	reference_RYR1_9NMO	reference	reference	ITPR	RYR	ITPR3	RYR1	0.7511	0.4062	0.7511	7.38	2026	0.16	2210	4373	1	
reference_ITPR3_8TKG	reference_RYR2_7U9X	reference	reference	ITPR	RYR	ITPR3	RYR2	0.74	0.4139	0.74	7.67	2016	0.145	2210	4224	1	
reference_ITPR3_8TKG	state_panel_ITPR3_6DQJ	reference	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7601	0.7692	0.7692	6.58	1977	0.809	2210	2181	1	
reference_ITPR3_8TKG	state_panel_ITPR3_7T3P	reference	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8459	0.9093	0.9093	4.59	2037	0.893	2210	2047	1	
reference_ITPR3_8TKG	state_panel_ITPR3_8TKF	reference	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8625	0.8409	0.8625	5.96	2185	0.923	2210	2272	1	
reference_ITPR3_8TKG	state_panel_ITPR3_8TKH	reference	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7633	0.7458	0.7633	6.87	2008	0.798	2210	2268	1	
reference_ITPR3_8TKG	state_panel_ITPR3_8TLA	reference	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8939	0.9708	0.9708	1.2	1989	0.999	2210	2034	1	
reference_RYR1_9NMO	reference_RYR1_9NMO	reference	reference	RYR	RYR	RYR1	RYR1	1.0	1.0	1.0	0.0	4373	1.0	4373	4373	1	
reference_RYR1_9NMO	reference_RYR2_7U9X	reference	reference	RYR	RYR	RYR1	RYR2	0.9003	0.9313	0.9313	3.99	4084	0.695	4373	4224	1	
reference_RYR1_9NMO	state_panel_ITPR3_6DQJ	reference	state_panel	RYR	ITPR	RYR1	ITPR3	0.3799	0.7061	0.7061	8.11	1934	0.15	4373	2181	1	
reference_RYR1_9NMO	state_panel_ITPR3_7T3P	reference	state_panel	RYR	ITPR	RYR1	ITPR3	0.3832	0.7547	0.7547	7.48	1922	0.159	4373	2047	1	
reference_RYR1_9NMO	state_panel_ITPR3_8TKF	reference	state_panel	RYR	ITPR	RYR1	ITPR3	0.3918	0.697	0.697	8.2	2014	0.152	4373	2272	1	
reference_RYR1_9NMO	state_panel_ITPR3_8TKH	reference	state_panel	RYR	ITPR	RYR1	ITPR3	0.3832	0.6866	0.6866	8.34	1965	0.131	4373	2268	1	
reference_RYR1_9NMO	state_panel_ITPR3_8TLA	reference	state_panel	RYR	ITPR	RYR1	ITPR3	0.3716	0.7413	0.7413	7.23	1844	0.151	4373	2034	1	
reference_RYR2_7U9X	reference_RYR2_7U9X	reference	reference	RYR	RYR	RYR2	RYR2	1.0	1.0	1.0	0.0	4224	1.0	4224	4224	1	
reference_RYR2_7U9X	state_panel_ITPR3_6DQJ	reference	state_panel	RYR	ITPR	RYR2	ITPR3	0.3943	0.7137	0.7137	7.87	1929	0.143	4224	2181	1	
reference_RYR2_7U9X	state_panel_ITPR3_7T3P	reference	state_panel	RYR	ITPR	RYR2	ITPR3	0.3968	0.7603	0.7603	7.29	1915	0.16	4224	2047	1	
reference_RYR2_7U9X	state_panel_ITPR3_8TKF	reference	state_panel	RYR	ITPR	RYR2	ITPR3	0.4072	0.7024	0.7024	8.21	2028	0.16	4224	2272	1	
reference_RYR2_7U9X	state_panel_ITPR3_8TKH	reference	state_panel	RYR	ITPR	RYR2	ITPR3	0.398	0.694	0.694	8.15	1962	0.148	4224	2268	1	
reference_RYR2_7U9X	state_panel_ITPR3_8TLA	reference	state_panel	RYR	ITPR	RYR2	ITPR3	0.3823	0.736	0.736	7.47	1852	0.16	4224	2034	1	
state_panel_ITPR3_6DQJ	state_panel_ITPR3_6DQJ	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2181	1.0	2181	2181	1	
state_panel_ITPR3_6DQJ	state_panel_ITPR3_7T3P	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7971	0.8453	0.8453	5.65	1961	0.84	2181	2047	1	
state_panel_ITPR3_6DQJ	state_panel_ITPR3_8TKF	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7994	0.7706	0.7994	6.6	2062	0.79	2181	2272	1	
state_panel_ITPR3_6DQJ	state_panel_ITPR3_8TKH	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.9825	0.945	0.9825	1.22	2158	0.956	2181	2268	1	
state_panel_ITPR3_6DQJ	state_panel_ITPR3_8TLA	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6917	0.7366	0.7366	6.68	1777	0.756	2181	2034	1	
state_panel_ITPR3_7T3P	state_panel_ITPR3_7T3P	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2047	1.0	2047	2047	1	
state_panel_ITPR3_7T3P	state_panel_ITPR3_8TKF	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.9623	0.8692	0.9623	2.83	2045	0.982	2047	2272	1	
state_panel_ITPR3_7T3P	state_panel_ITPR3_8TKH	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8499	0.773	0.8499	5.64	1974	0.851	2047	2268	1	
state_panel_ITPR3_7T3P	state_panel_ITPR3_8TLA	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8146	0.8195	0.8195	4.45	1819	0.877	2047	2034	1	
state_panel_ITPR3_8TKF	state_panel_ITPR3_8TKF	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2272	1.0	2272	2272	1	
state_panel_ITPR3_8TKF	state_panel_ITPR3_8TKH	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7828	0.784	0.784	6.44	2086	0.76	2272	2268	1	
state_panel_ITPR3_8TKF	state_panel_ITPR3_8TLA	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7783	0.863	0.863	5.24	1963	0.902	2272	2034	1	
state_panel_ITPR3_8TKH	state_panel_ITPR3_8TKH	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2268	1.0	2268	2268	1	
state_panel_ITPR3_8TKH	state_panel_ITPR3_8TLA	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6745	0.7436	0.7436	7.08	1821	0.722	2268	2034	1	
state_panel_ITPR3_8TLA	state_panel_ITPR3_8TLA	state_panel	state_panel	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2034	1.0	2034	2034	1	
