accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	s2_call	s2_arch_call	s2_reason	s2_arch	s2_group	is_seed
A0A2K6ATD7	RYR	high	architecture	ryr.hmm wins by 7505.2 bits (91.0% of 8243.9) over 4910 profile positions	738.7	8243.9	7505.2	0.9104	1e-221	0	0	0.702	0.996	1884	4910	0.998	4928		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATD9	RYR	high	architecture	ryr.hmm wins by 7517.2 bits (91.0% of 8257.0) over 4910 profile positions	739.8	8257.0	7517.2	0.9104	4.9e-222	0	0	0.709	0.996	1903	4910	0.998	4909		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATE7	RYR	high	architecture	ryr.hmm wins by 7633.8 bits (91.2% of 8370.7) over 4910 profile positions	736.9	8370.7	7633.8	0.912	3.8e-221	0	0	0.709	0.996	1903	4910	1.0	4899		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATE8	RYR	high	architecture	ryr.hmm wins by 7497.5 bits (91.0% of 8238.2) over 4910 profile positions	740.7	8238.2	7497.5	0.9101	2.7e-222	0	0	0.702	0.996	1884	4910	0.998	4927		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATF4	RYR	high	architecture	ryr.hmm wins by 7658.4 bits (91.2% of 8399.3) over 4910 profile positions	740.9	8399.3	7658.4	0.9118	2.2e-222	0	0	0.721	0.996	1935	4910	1.0	4933		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6B0M7	unassigned	none	module	itpr.hmm matched only 177 profile positions (< 200) — a shared module, not a family assignment	317.0	26.3	290.7	0.917	1.3e-94	3e-07	1.3e-94	0.066	0.017	177	84	0.967	181		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A2K6B0Q1	ITPR	high	architecture	itpr.hmm wins by 3826.5 bits (89.4% of 4278.6) over 2630 profile positions	4278.6	452.1	3826.5	0.8943	0	1.7e-135	0	0.98	0.246	2630	1213	0.998	2700		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6BW89	RYR	high	architecture	ryr.hmm wins by 7533.6 bits (91.0% of 8279.3) over 4841 profile positions	745.7	8279.3	7533.6	0.9099	8e-224	0	0	0.702	0.982	1884	4841	1.0	4852		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6BWA1	RYR	high	architecture	ryr.hmm wins by 7522.6 bits (91.0% of 8269.0) over 4841 profile positions	746.4	8269.0	7522.6	0.9097	4.9e-224	0	0	0.702	0.982	1884	4841	1.0	4848		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6BWL4	RYR	high	architecture	ryr.hmm wins by 7386.4 bits (91.3% of 8087.5) over 4841 profile positions	701.1	8087.5	7386.4	0.9133	2.3e-210	0	0	0.698	0.982	1873	4841	0.998	4838		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6BWR0	RYR	high	architecture	ryr.hmm wins by 7323.2 bits (91.3% of 8024.3) over 4841 profile positions	701.1	8024.3	7323.2	0.9126	2.3e-210	0	0	0.698	0.982	1873	4841	0.998	4838		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6BWT7	RYR	high	architecture	ryr.hmm wins by 7525.7 bits (91.0% of 8271.1) over 4841 profile positions	745.4	8271.1	7525.7	0.9099	1e-223	0	0	0.702	0.982	1884	4841	1.0	4856		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6BWX4	RYR	high	architecture	ryr.hmm wins by 7506.0 bits (90.9% of 8253.4) over 4841 profile positions	747.4	8253.4	7506.0	0.9094	2.4e-224	0	0	0.704	0.982	1890	4841	1.0	4842		Macaca nemestrina	9545	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6CG04	RYR	high	architecture	ryr.hmm wins by 6702.9 bits (91.4% of 7331.3) over 4703 profile positions	628.4	7331.3	6702.9	0.9143	1.8e-188	0	0	0.72	0.954	1932	4703	0.973	4913		Macaca nemestrina	9545	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6CKC0	ITPR	high	architecture	itpr.hmm wins by 4010.8 bits (90.2% of 4446.8) over 2636 profile positions	4446.8	436.0	4010.8	0.902	0	1.2e-130	0	0.982	0.27	2636	1331	1.0	2749		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CKE1	ITPR	high	architecture	itpr.hmm wins by 4010.7 bits (90.2% of 4444.6) over 2636 profile positions	4444.6	433.9	4010.7	0.9024	0	5.2e-130	0	0.982	0.27	2636	1331	1.0	2734		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CKJ8	ITPR	medium	partial	itpr.hmm wins by 987.6 bits (75.1% of 1315.6) over 679 profile positions	1315.6	328.0	987.6	0.7507	0	3.9e-98	0	0.253	0.091	679	449	0.989	721		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6CKM5	ITPR	high	architecture	itpr.hmm wins by 3910.0 bits (90.0% of 4345.9) over 2582 profile positions	4345.9	435.9	3910.0	0.8997	0	1.2e-130	0	0.962	0.27	2582	1331	0.986	2705		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CKT2	ITPR	high	architecture	itpr.hmm wins by 3908.2 bits (90.0% of 4344.1) over 2582 profile positions	4344.1	435.9	3908.2	0.8997	0	1.3e-130	0	0.962	0.27	2582	1331	0.99	2710		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CKX1	ITPR	medium	partial	itpr.hmm wins by 1464.1 bits (90.2% of 1622.7) over 974 profile positions	1622.7	158.6	1464.1	0.9023	0	4.4e-47	0	0.363	0.125	974	616	0.967	1021		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6CKY6	ITPR	medium	partial	itpr.hmm wins by 873.9 bits (87.7% of 996.6) over 580 profile positions	996.6	122.7	873.9	0.8769	1.9e-299	2.8e-36	1.9e-299	0.216	0.102	580	503	0.926	631		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6CRU8	ITPR	high	architecture	itpr.hmm wins by 3626.1 bits (89.6% of 4048.9) over 2630 profile positions	4048.9	422.8	3626.1	0.8956	0	1.1e-126	0	0.98	0.26	2630	1282	0.999	2671		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CRZ5	ITPR	high	architecture	itpr.hmm wins by 3611.5 bits (89.5% of 4034.4) over 2630 profile positions	4034.4	422.9	3611.5	0.8952	0	1e-126	0	0.98	0.26	2630	1282	0.999	2662		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6CS10	ITPR	high	architecture	itpr.hmm wins by 3398.4 bits (92.6% of 3669.5) over 2448 profile positions	3669.5	271.1	3398.4	0.9261	0	5.7e-81	0	0.912	0.249	2448	1228	0.987	2518		Macaca nemestrina	9545	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6EQ44	ITPR	high	architecture	itpr.hmm wins by 3818.1 bits (89.4% of 4269.8) over 2630 profile positions	4269.8	451.7	3818.1	0.8942	0	2.2e-135	0	0.98	0.246	2630	1213	0.998	2702		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6EQ49	ITPR	high	architecture	itpr.hmm wins by 3821.0 bits (89.4% of 4272.9) over 2630 profile positions	4272.9	451.9	3821.0	0.8942	0	1.8e-135	0	0.98	0.246	2630	1213	0.998	2693		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6EQ58	unassigned	none	module	itpr.hmm matched only 177 profile positions (< 200) — a shared module, not a family assignment	317.5	26.3	291.2	0.9172	9.5e-95	3e-07	9.5e-95	0.066	0.017	177	84	0.967	181		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A2K6F9K2	RYR	high	architecture	ryr.hmm wins by 7296.9 bits (91.6% of 7969.0) over 4797 profile positions	672.1	7969.0	7296.9	0.9157	1.2e-201	0	0	0.671	0.973	1801	4797	0.995	4825		Propithecus coquereli	379532	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6F9M5	RYR	high	architecture	ryr.hmm wins by 7104.5 bits (91.5% of 7767.8) over 4797 profile positions	663.3	7767.8	7104.5	0.9146	5.5e-199	0	0	0.677	0.973	1817	4797	0.996	4763		Propithecus coquereli	379532	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6F9N2	RYR	high	architecture	ryr.hmm wins by 7148.8 bits (91.4% of 7825.1) over 4802 profile positions	676.3	7825.1	7148.8	0.9136	7e-203	0	0	0.677	0.974	1817	4802	0.994	4783		Propithecus coquereli	379532	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6F9N7	RYR	high	architecture	ryr.hmm wins by 7143.9 bits (91.4% of 7819.3) over 4802 profile positions	675.4	7819.3	7143.9	0.9136	1.3e-202	0	0	0.671	0.974	1801	4802	0.994	4794		Propithecus coquereli	379532	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6F9Q2	RYR	high	architecture	ryr.hmm wins by 7280.2 bits (91.5% of 7951.8) over 4797 profile positions	671.6	7951.8	7280.2	0.9155	1.7e-201	0	0	0.671	0.973	1801	4797	0.996	4805		Propithecus coquereli	379532	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6FG52	RYR	high	architecture	ryr.hmm wins by 7021.0 bits (90.6% of 7751.9) over 4782 profile positions	730.9	7751.9	7021.0	0.9057	2.4e-219	0	0	0.732	0.97	1965	4782	0.993	4885		Propithecus coquereli	379532	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6FG63	RYR	high	architecture	ryr.hmm wins by 7100.9 bits (90.6% of 7839.7) over 4841 profile positions	738.8	7839.7	7100.9	0.9058	9.7e-222	0	0	0.762	0.982	2045	4841	0.997	4890		Propithecus coquereli	379532	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6FG67	RYR	high	architecture	ryr.hmm wins by 7047.2 bits (90.5% of 7788.1) over 4861 profile positions	740.9	7788.1	7047.2	0.9049	2.2e-222	0	0	0.755	0.986	2026	4861	0.996	4928		Propithecus coquereli	379532	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6FXG0	ITPR	high	architecture	itpr.hmm wins by 3611.0 bits (89.6% of 4029.6) over 2630 profile positions	4029.6	418.6	3611.0	0.8961	0	2e-125	0	0.98	0.26	2630	1282	0.999	2664		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6FXG2	ITPR	high	architecture	itpr.hmm wins by 3445.1 bits (89.9% of 3831.6) over 2630 profile positions	3831.6	386.5	3445.1	0.8991	0	9.7e-116	0	0.98	0.258	2630	1272	0.999	2632		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6FXG8	ITPR	high	architecture	itpr.hmm wins by 3512.9 bits (89.3% of 3931.6) over 2630 profile positions	3931.6	418.7	3512.9	0.8935	0	1.8e-125	0	0.98	0.26	2630	1282	0.999	2644		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6FXI3	ITPR	high	architecture	itpr.hmm wins by 3430.9 bits (89.9% of 3817.4) over 2630 profile positions	3817.4	386.5	3430.9	0.8988	0	9.4e-116	0	0.98	0.258	2630	1272	0.999	2623		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6G8G8	RYR	high	architecture	ryr.hmm wins by 7049.9 bits (91.3% of 7719.8) over 4772 profile positions	669.9	7719.8	7049.9	0.9132	5.7e-201	0	0	0.661	0.968	1774	4772	0.992	4755		Propithecus coquereli	379532	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6G8I3	RYR	high	architecture	ryr.hmm wins by 7063.4 bits (91.4% of 7729.5) over 4777 profile positions	666.1	7729.5	7063.4	0.9138	7.9e-200	0	0	0.655	0.969	1758	4777	0.992	4760		Propithecus coquereli	379532	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6GGA6	ITPR	medium	partial	itpr.hmm wins by 987.3 bits (75.1% of 1314.5) over 679 profile positions	1314.5	327.2	987.3	0.7511	0	7.2e-98	0	0.253	0.091	679	449	0.989	721		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6GGB1	ITPR	high	architecture	itpr.hmm wins by 4025.9 bits (90.4% of 4453.5) over 2636 profile positions	4453.5	427.6	4025.9	0.904	0	3.9e-128	0	0.982	0.27	2636	1331	1.0	2709		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6GGB2	ITPR	medium	partial	itpr.hmm wins by 1466.1 bits (90.2% of 1624.6) over 974 profile positions	1624.6	158.5	1466.1	0.9024	0	4.8e-47	0	0.363	0.125	974	616	0.963	1026		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6GGB3	ITPR	high	architecture	itpr.hmm wins by 3948.9 bits (90.2% of 4376.4) over 2606 profile positions	4376.4	427.5	3948.9	0.9023	0	4.3e-128	0	0.971	0.27	2606	1331	0.992	2713		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6GGB7	ITPR	high	architecture	itpr.hmm wins by 4018.8 bits (90.4% of 4446.3) over 2636 profile positions	4446.3	427.5	4018.8	0.9039	0	4.2e-128	0	0.982	0.27	2636	1331	1.0	2732		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6GGC5	ITPR	high	architecture	itpr.hmm wins by 4025.7 bits (90.4% of 4451.3) over 2636 profile positions	4451.3	425.6	4025.7	0.9044	0	1.6e-127	0	0.982	0.27	2636	1331	1.0	2694		Propithecus coquereli	379532	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6K9W3	RYR	high	architecture	ryr.hmm wins by 7231.9 bits (90.8% of 7963.4) over 4881 profile positions	731.5	7963.4	7231.9	0.9081	1.6e-219	0	0	0.702	0.99	1884	4881	0.998	4837		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6K9Y9	RYR	high	architecture	ryr.hmm wins by 7260.3 bits (90.9% of 7990.6) over 4910 profile positions	730.3	7990.6	7260.3	0.9086	3.7e-219	0	0	0.709	0.996	1903	4910	0.998	4840		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6KA06	RYR	high	architecture	ryr.hmm wins by 7251.1 bits (90.9% of 7979.7) over 4910 profile positions	728.6	7979.7	7251.1	0.9087	1.2e-218	0	0	0.702	0.996	1884	4910	0.996	4860		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6KA69	RYR	high	architecture	ryr.hmm wins by 7281.5 bits (90.9% of 8013.1) over 4910 profile positions	731.6	8013.1	7281.5	0.9087	1.5e-219	0	0	0.709	0.996	1903	4910	1.0	4833		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6KA73	RYR	high	architecture	ryr.hmm wins by 7311.7 bits (90.9% of 8040.0) over 4910 profile positions	728.3	8040.0	7311.7	0.9094	1.4e-218	0	0	0.702	0.996	1884	4910	1.0	4853		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6KA75	RYR	high	architecture	ryr.hmm wins by 7314.1 bits (90.9% of 8043.1) over 4910 profile positions	729.0	8043.1	7314.1	0.9094	8.8e-219	0	0	0.702	0.996	1884	4910	0.996	4866		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6KAC5	RYR	medium	partial	ryr.hmm wins by 1569.5 bits (88.8% of 1768.3) over 971 profile positions	198.8	1768.3	1569.5	0.8876	5.8e-59	0	0	0.214	0.197	574	971	0.973	994		Rhinopithecus bieti	61621	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026	3	Vertebrata	0
A0A2K6LGR9	ITPR	high	architecture	itpr.hmm wins by 3633.7 bits (88.9% of 4085.1) over 2585 profile positions	4085.1	451.4	3633.7	0.8895	0	2.7e-135	0	0.963	0.246	2585	1213	0.992	2637		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LGS1	unassigned	none	module	itpr.hmm matched only 177 profile positions (< 200) — a shared module, not a family assignment	317.0	26.3	290.7	0.917	1.3e-94	3e-07	1.3e-94	0.066	0.017	177	84	0.967	181		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A2K6LID9	ITPR	high	architecture	itpr.hmm wins by 4012.5 bits (90.2% of 4448.4) over 2636 profile positions	4448.4	435.9	4012.5	0.902	0	1.3e-130	0	0.982	0.302	2636	1489	1.0	2749		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LIF7	ITPR	medium	partial	itpr.hmm wins by 987.6 bits (75.1% of 1315.6) over 679 profile positions	1315.6	328.0	987.6	0.7507	0	3.9e-98	0	0.253	0.091	679	449	0.989	721		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6LIG5	ITPR	high	architecture	itpr.hmm wins by 4012.5 bits (90.2% of 4446.3) over 2636 profile positions	4446.3	433.8	4012.5	0.9024	0	5.5e-130	0	0.982	0.302	2636	1489	1.0	2734		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LIH3	ITPR	high	architecture	itpr.hmm wins by 3901.3 bits (90.0% of 4335.6) over 2582 profile positions	4335.6	434.3	3901.3	0.8998	0	3.9e-130	0	0.962	0.302	2582	1489	0.989	2714		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LII6	ITPR	high	architecture	itpr.hmm wins by 3905.1 bits (90.0% of 4338.2) over 2582 profile positions	4338.2	433.1	3905.1	0.9002	0	8.5e-130	0	0.962	0.27	2582	1331	0.989	2702		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LII8	ITPR	high	architecture	itpr.hmm wins by 3907.1 bits (90.0% of 4341.4) over 2582 profile positions	4341.4	434.3	3907.1	0.9	0	3.8e-130	0	0.962	0.302	2582	1489	0.988	2706		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6LIL7	ITPR	medium	partial	itpr.hmm wins by 872.5 bits (87.7% of 995.2) over 572 profile positions	995.2	122.7	872.5	0.8767	4.9e-299	2.9e-36	4.9e-299	0.213	0.102	572	503	0.91	632		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K6MTE5	RYR	high	architecture	ryr.hmm wins by 7100.4 bits (91.2% of 7782.3) over 4792 profile positions	681.9	7782.3	7100.4	0.9124	1.4e-204	0	0	0.722	0.972	1938	4792	0.996	4838		Rhinopithecus bieti	61621	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MTG2	RYR	high	architecture	ryr.hmm wins by 7131.0 bits (91.3% of 7812.8) over 4772 profile positions	681.8	7812.8	7131.0	0.9127	1.5e-204	0	0	0.722	0.968	1938	4772	0.996	4859		Rhinopithecus bieti	61621	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MTH1	RYR	high	architecture	ryr.hmm wins by 7100.4 bits (91.3% of 7773.2) over 4797 profile positions	672.8	7773.2	7100.4	0.9134	7.9e-202	0	0	0.722	0.973	1938	4797	0.995	4866		Rhinopithecus bieti	61621	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MTH2	RYR	high	architecture	ryr.hmm wins by 7031.8 bits (91.2% of 7713.8) over 4792 profile positions	682.0	7713.8	7031.8	0.9116	1.3e-204	0	0	0.722	0.972	1938	4792	0.993	4854		Rhinopithecus bieti	61621	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MV23	RYR	high	architecture	ryr.hmm wins by 7298.5 bits (91.1% of 8009.5) over 4787 profile positions	711.0	8009.5	7298.5	0.9112	2.3e-213	0	0	0.704	0.971	1890	4787	0.99	4826		Rhinopithecus bieti	61621	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MV45	RYR	high	architecture	ryr.hmm wins by 7309.7 bits (91.2% of 8017.8) over 4787 profile positions	708.1	8017.8	7309.7	0.9117	1.7e-212	0	0	0.699	0.971	1876	4787	0.99	4831		Rhinopithecus bieti	61621	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6MV50	RYR	high	architecture	ryr.hmm wins by 7222.2 bits (91.0% of 7935.6) over 4802 profile positions	713.4	7935.6	7222.2	0.9101	4.4e-214	0	0	0.699	0.974	1876	4802	0.99	4819		Rhinopithecus bieti	61621	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6N0S3	ITPR	high	architecture	itpr.hmm wins by 3514.7 bits (89.7% of 3916.9) over 2630 profile positions	3916.9	402.2	3514.7	0.8973	0	1.8e-120	0	0.98	0.26	2630	1282	0.999	2669		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6N0S7	ITPR	high	architecture	itpr.hmm wins by 3631.9 bits (89.7% of 4050.1) over 2630 profile positions	4050.1	418.2	3631.9	0.8967	0	2.7e-125	0	0.98	0.26	2630	1282	0.999	2671		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6N0T2	ITPR	high	architecture	itpr.hmm wins by 3615.0 bits (90.0% of 4014.3) over 2630 profile positions	4014.3	399.3	3615.0	0.9005	0	1.4e-119	0	0.98	0.26	2630	1282	0.999	2675		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6N0Y8	ITPR	high	architecture	itpr.hmm wins by 3513.8 bits (89.8% of 3912.8) over 2630 profile positions	3912.8	399.0	3513.8	0.898	0	1.6e-119	0	0.98	0.26	2630	1282	0.999	2647		Rhinopithecus bieti	61621	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K6Q332	ITPR	high	architecture	itpr.hmm wins by 3829.0 bits (89.5% of 4277.0) over 2630 profile positions	4277.0	448.0	3829.0	0.8953	0	2.9e-134	0	0.98	0.246	2630	1213	0.998	2700	ITPR2	Rhinopithecus roxellana	61622	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
