accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	s2_call	s2_arch_call	s2_reason	s2_arch	s2_group	is_seed
A0A851JJL1	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Donacobius atricapilla	237420	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851JJL4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.1	105.1	1.0		5.6e-31	5.6e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Donacobius atricapilla	237420	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851JXX0	RYR	high	architecture	ryr.hmm wins by 7633.5 bits (91.2% of 8370.5) over 4871 profile positions	737.0	8370.5	7633.5	0.912	3.3e-221	0	0	0.769	0.988	2064	4871	1.0	4923	Ryr2	Donacobius atricapilla	237420	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851K3B7	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	114.6	114.6	1.0		7.9e-34	7.9e-34	0.0	0.015	0	74	0.987	75	Ryr2_0	Vidua chalybeata	81927	0	RYR2 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851K976	RYR	high	architecture	ryr.hmm wins by 5436.8 bits (96.1% of 5656.1) over 3431 profile positions	219.3	5656.1	5436.8	0.9612	3.8e-65	0	0	0.409	0.696	1098	3431	1.0	3458	Ryr2_1	Vidua chalybeata	81927	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119;symbol=RYR	2	Vertebrata	0
A0A851KB48	ITPR	medium	partial	itpr.hmm wins by 409.5 bits (100.0% of 409.5) over 279 profile positions; no ryr.hmm hit	409.5	0.0	409.5	1.0	1.8e-122		1.8e-122	0.104	0.0	279	0	0.997	290	Itpr1_1	Vidua chalybeata	81927	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851KNY6	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2	Vidua chalybeata	81927	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851KQ41	ITPR	high	architecture	itpr.hmm wins by 3620.5 bits (89.7% of 4036.8) over 2633 profile positions	4036.8	416.3	3620.5	0.8969	0	1e-124	0	0.981	0.271	2633	1336	1.0	2676	Itpr3	Vidua chalybeata	81927	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851KQW0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.1	105.1	1.0		5.6e-31	5.6e-31	0.0	0.015	0	74	0.974	76	Ryr3_2	Vidua chalybeata	81927	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851L8R2	ITPR	medium	partial	itpr.hmm wins by 418.5 bits (100.0% of 418.5) over 279 profile positions; no ryr.hmm hit	418.5	0.0	418.5	1.0	3.4e-125		3.4e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Corythaeola cristata	103954	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851L8Y1	ITPR	medium	partial	itpr.hmm wins by 390.6 bits (94.0% of 415.6) over 279 profile positions	415.6	25.0	390.6	0.9398	2.7e-124	7.5e-07	2.7e-124	0.104	0.022	279	108	0.996	285	Itpr2_1	Corythaeola cristata	103954	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851LEI5	ITPR	high	architecture	itpr.hmm wins by 3167.0 bits (90.8% of 3486.4) over 2346 profile positions	3486.4	319.4	3167.0	0.9084	0	1.6e-95	0	0.874	0.229	2346	1129	1.0	2383	Itpr3	Corythaeola cristata	103954	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_partial=4/5;length_in_band;symbol=ITPR	4	Vertebrata	0
A0A851M4H9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	103.3	103.3	1.0		1.9e-30	1.9e-30	0.0	0.015	0	74	0.974	76	Ryr3_3	Campylorhamphus procurvoides	190295	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851M7F1	ITPR	high	architecture	itpr.hmm wins by 3639.6 bits (89.9% of 4047.0) over 2633 profile positions	4047.0	407.4	3639.6	0.8993	0	4.9e-122	0	0.981	0.271	2633	1336	1.0	2677	Itpr3	Campylorhamphus procurvoides	190295	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851MAM5	RYR	medium	partial	ryr.hmm wins by 337.3 bits (93.1% of 362.4) over 271 profile positions	25.1	362.4	337.3	0.9307	1.3e-06	1.8e-108	1.8e-108	0.027	0.055	72	271	1.0	241	Ryr3_0	Campylorhamphus procurvoides	190295	0	RYR3 protein (Fragment)	RYR	RYR	ryr_pfam=PF21119;symbol=RYR	1	Vertebrata	0
A0A851MIY9	ITPR	medium	partial	itpr.hmm wins by 390.9 bits (93.8% of 416.8) over 279 profile positions	416.8	25.9	390.9	0.9379	1.1e-124	3.9e-07	1.1e-124	0.104	0.023	279	113	0.996	285	Itpr2_0	Campylorhamphus procurvoides	190295	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851MQL4	RYR	high	architecture	ryr.hmm wins by 7668.4 bits (91.2% of 8410.4) over 4871 profile positions	742.0	8410.4	7668.4	0.9118	1.1e-222	0	0	0.768	0.988	2061	4871	1.0	4895	Ryr2	Campylorhamphus procurvoides	190295	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851N5R6	RYR	high	architecture	ryr.hmm wins by 7664.0 bits (91.2% of 8398.7) over 4871 profile positions	734.7	8398.7	7664.0	0.9125	1.7e-220	0	0	0.766	0.988	2056	4871	1.0	4912	Ryr2	Penelope pileata	1118817	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851N645	ITPR	medium	partial	itpr.hmm wins by 414.2 bits (100.0% of 414.2) over 266 profile positions; no ryr.hmm hit	414.2	0.0	414.2	1.0	6.7e-124		6.7e-124	0.099	0.0	266	0	0.996	272	Itpr1_1	Campylorhamphus procurvoides	190295	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851NCH2	ITPR	medium	partial	itpr.hmm wins by 413.8 bits (100.0% of 413.8) over 266 profile positions; no ryr.hmm hit	413.8	0.0	413.8	1.0	8.8e-124		8.8e-124	0.099	0.0	266	0	0.996	272	Itpr1_1	Penelope pileata	1118817	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851NPN9	ITPR	medium	partial	itpr.hmm wins by 392.8 bits (94.1% of 417.6) over 282 profile positions	417.6	24.8	392.8	0.9406	6.3e-125	8.9e-07	6.3e-125	0.105	0.022	282	108	1.0	285	Itpr2_1	Penelope pileata	1118817	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851P0Y2	ITPR	high	architecture	itpr.hmm wins by 3642.6 bits (89.8% of 4055.5) over 2633 profile positions	4055.5	412.9	3642.6	0.8982	0	1e-123	0	0.981	0.271	2633	1336	1.0	2667	Itpr3	Penelope pileata	1118817	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851P5U1	RYR	medium	partial	ryr.hmm wins by 273.5 bits (100.0% of 273.5) over 222 profile positions; no itpr.hmm hit	0.0	273.5	273.5	1.0		1e-81	1e-81	0.0	0.045	0	222	0.959	243	Ryr3_0	Penelope pileata	1118817	0	RYR3 protein (Fragment)	RYR	RYR	ryr_pfam=PF21119;symbol=RYR	1	Vertebrata	0
A0A851PDU8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.5	106.5	1.0		2.1e-31	2.1e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Penelope pileata	1118817	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851PHX9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	114.7	114.7	1.0		7.3e-34	7.3e-34	0.0	0.015	0	74	0.987	75	Ryr2_2	Anhinga anhinga	56067	0	RYR2 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851PIP4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.0	107.0	1.0		1.5e-31	1.5e-31	0.0	0.015	0	74	0.974	76	Ryr3_0	Anhinga anhinga	56067	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851PR72	ITPR	medium	partial	itpr.hmm wins by 418.1 bits (100.0% of 418.1) over 279 profile positions; no ryr.hmm hit	418.1	0.0	418.1	1.0	4.6e-125		4.6e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Anhinga anhinga	56067	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851PY63	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	Itpr2_1	Anhinga anhinga	56067	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851PZ53	ITPR	high	architecture	itpr.hmm wins by 3646.1 bits (89.9% of 4057.6) over 2633 profile positions	4057.6	411.5	3646.1	0.8986	0	2.9e-123	0	0.981	0.271	2633	1336	1.0	2667	Itpr3	Anhinga anhinga	56067	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851QFC1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.1	105.1	1.0		5.6e-31	5.6e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Tychaedon coryphoeus	614051	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851R5U0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	114.7	114.7	1.0		7.3e-34	7.3e-34	0.0	0.015	0	74	0.987	75	Ryr2_2	Tychaedon coryphoeus	614051	0	RYR2 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851R8B9	ITPR	medium	partial	itpr.hmm wins by 416.4 bits (100.0% of 416.4) over 279 profile positions; no ryr.hmm hit	416.4	0.0	416.4	1.0	1.5e-124		1.5e-124	0.104	0.0	279	0	0.997	288	Itpr1_1	Tychaedon coryphoeus	614051	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851RBF3	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Tychaedon coryphoeus	614051	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851RMM9	ITPR	high	architecture	itpr.hmm wins by 3183.7 bits (88.9% of 3580.4) over 2461 profile positions	3580.4	396.7	3183.7	0.8892	0	8.3e-119	0	0.917	0.235	2461	1159	0.939	2623	Itpr3	Tychaedon coryphoeus	614051	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851RNQ1	RYR	high	architecture	ryr.hmm wins by 7557.6 bits (91.3% of 8273.5) over 4871 profile positions	715.9	8273.5	7557.6	0.9135	7.7e-215	0	0	0.752	0.988	2018	4871	1.0	4898	Ryr2	Certhia familiaris	73333	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851RTK1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.0	105.0	1.0		6.2e-31	6.2e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Certhia familiaris	73333	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851S1X1	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Certhia familiaris	73333	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851SG59	ITPR	high	architecture	itpr.hmm wins by 3614.1 bits (89.6% of 4033.1) over 2633 profile positions	4033.1	419.0	3614.1	0.8961	0	1.5e-125	0	0.981	0.271	2633	1336	1.0	2676	Itpr3	Certhia familiaris	73333	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851SR93	unassigned	none	module	ryr.hmm matched only 153 profile positions (< 200) — a shared module, not a family assignment	0.0	224.6	224.6	1.0		5.6e-67	5.6e-67	0.0	0.031	0	153	0.659	232	Ryr3_0	Nothocercus nigrocapillus	1977171	0	RYR3 protein (Fragment)	RYR	RYR	ryr_pfam=PF21119;symbol=RYR	1	Vertebrata	0
A0A851SS30	ITPR	medium	partial	itpr.hmm wins by 423.9 bits (100.0% of 423.9) over 279 profile positions; no ryr.hmm hit	423.9	0.0	423.9	1.0	8.1e-127		8.1e-127	0.104	0.0	279	0	0.997	287	Itpr1_1	Nothocercus nigrocapillus	1977171	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851ST50	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.4	107.4	1.0		1.1e-31	1.1e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Nothocercus nigrocapillus	1977171	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851T1X7	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (94.0% of 416.1) over 282 profile positions	416.1	24.8	391.3	0.9404	1.8e-124	8.6e-07	1.8e-124	0.105	0.022	282	108	1.0	285	Itpr2_1	Nothocercus nigrocapillus	1977171	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851TKZ4	ITPR	high	architecture	itpr.hmm wins by 3645.1 bits (89.8% of 4056.9) over 2633 profile positions	4056.9	411.8	3645.1	0.8985	0	2.3e-123	0	0.981	0.27	2633	1331	1.0	2695	Itpr3	Nothocercus nigrocapillus	1977171	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851TTQ6	ITPR	medium	partial	itpr.hmm wins by 417.3 bits (100.0% of 417.3) over 279 profile positions; no ryr.hmm hit	417.3	0.0	417.3	1.0	7.7e-125		7.7e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Elachura formosa	1463973	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851TWX8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.1	105.1	1.0		5.6e-31	5.6e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Elachura formosa	1463973	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851U504	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Elachura formosa	1463973	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851URK9	ITPR	medium	partial	itpr.hmm wins by 360.6 bits (92.1% of 391.4) over 266 profile positions	391.4	30.8	360.6	0.9213	5.1e-117	1.4e-08	5.1e-117	0.099	0.036	266	177	0.996	268	Itpr3_0	Elachura formosa	1463973	0	ITPR3 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851V0G2	unassigned	none	module	ryr.hmm matched only 163 profile positions (< 200) — a shared module, not a family assignment	0.0	227.8	227.8	1.0		6.2e-68	6.2e-68	0.0	0.033	0	163	0.726	226	Ryr3_1	Copsychus sechellarum	797021	0	RYR3 protein (Fragment)	RYR	RYR	ryr_pfam=PF21119;symbol=RYR	1	Vertebrata	0
A0A851V3Q2	RYR	high	architecture	ryr.hmm wins by 7637.8 bits (91.1% of 8379.3) over 4871 profile positions	741.5	8379.3	7637.8	0.9115	1.5e-222	0	0	0.769	0.988	2064	4871	1.0	4884	Ryr2	Copsychus sechellarum	797021	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851V3S0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.1	105.1	1.0		5.6e-31	5.6e-31	0.0	0.015	0	74	0.974	76	Ryr3_4	Copsychus sechellarum	797021	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851V5E9	ITPR	medium	partial	itpr.hmm wins by 422.4 bits (100.0% of 422.4) over 279 profile positions; no ryr.hmm hit	422.4	0.0	422.4	1.0	2.4e-126		2.4e-126	0.104	0.0	279	0	0.997	287	Itpr1_1	Copsychus sechellarum	797021	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851VVV4	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Copsychus sechellarum	797021	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851VYQ2	ITPR	medium	partial	itpr.hmm wins by 360.9 bits (92.2% of 391.3) over 266 profile positions	391.3	30.4	360.9	0.9223	5.3e-117	1.8e-08	5.3e-117	0.099	0.036	266	177	0.996	268	Itpr3_0	Copsychus sechellarum	797021	0	ITPR3 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851X982	ITPR	medium	partial	itpr.hmm wins by 390.7 bits (93.9% of 415.9) over 279 profile positions	415.9	25.2	390.7	0.9394	2.1e-124	6.5e-07	2.1e-124	0.104	0.022	279	108	0.996	285	Itpr2_1	Eolophus roseicapilla	176039	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851XEA0	ITPR	high	architecture	itpr.hmm wins by 3634.4 bits (89.8% of 4047.8) over 2633 profile positions	4047.8	413.4	3634.4	0.8979	0	7.6e-124	0	0.981	0.27	2633	1331	1.0	2673	Itpr3	Eolophus roseicapilla	176039	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851XYL3	ITPR	high	architecture	itpr.hmm wins by 3587.5 bits (89.8% of 3996.2) over 2464 profile positions	3996.2	408.7	3587.5	0.8977	0	1.9e-122	0	0.918	0.289	2464	1425	0.971	2660	Itpr1	Eolophus roseicapilla	176039	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851XZX6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.0	107.0	1.0		1.5e-31	1.5e-31	0.0	0.015	0	74	0.974	76	Ryr3_0	Eolophus roseicapilla	176039	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851YHE7	ITPR	medium	partial	itpr.hmm wins by 418.6 bits (100.0% of 418.6) over 279 profile positions; no ryr.hmm hit	418.6	0.0	418.6	1.0	3.2e-125		3.2e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Halcyon senegalensis	342381	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851YLJ0	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	Itpr2_1	Halcyon senegalensis	342381	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A851YV80	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.0	106.0	1.0		3e-31	3e-31	0.0	0.015	0	74	0.974	76	Ryr3_2	Halcyon senegalensis	342381	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851Z027	RYR	high	architecture	ryr.hmm wins by 7648.3 bits (91.1% of 8394.0) over 4871 profile positions	745.7	8394.0	7648.3	0.9112	8.3e-224	0	0	0.74	0.988	1986	4871	1.0	4907	Ryr2	Halcyon senegalensis	342381	0	RYR2 protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A851Z7G9	ITPR	high	architecture	itpr.hmm wins by 3647.9 bits (89.9% of 4057.5) over 2633 profile positions	4057.5	409.6	3647.9	0.8991	0	1.1e-122	0	0.981	0.271	2633	1336	1.0	2694	Itpr3	Halcyon senegalensis	342381	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A851ZLG3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	104.6	104.6	1.0		8.1e-31	8.1e-31	0.0	0.015	0	74	0.974	76	Ryr3_3	Calcarius ornatus	198940	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851ZNW4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	114.7	114.7	1.0		7.3e-34	7.3e-34	0.0	0.015	0	74	0.987	75	Ryr2_0	Calcarius ornatus	198940	0	RYR2 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
A0A851ZWZ2	ITPR	medium	partial	itpr.hmm wins by 391.3 bits (93.8% of 417.3) over 279 profile positions	417.3	26.0	391.3	0.9377	8.2e-125	3.9e-07	8.2e-125	0.104	0.023	279	113	0.996	285	Itpr2_1	Calcarius ornatus	198940	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A852A9Q2	ITPR	medium	partial	itpr.hmm wins by 417.3 bits (100.0% of 417.3) over 279 profile positions; no ryr.hmm hit	417.3	0.0	417.3	1.0	7.7e-125		7.7e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Calcarius ornatus	198940	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A852ADL4	ITPR	high	architecture	itpr.hmm wins by 3457.8 bits (89.8% of 3852.0) over 2472 profile positions	3852.0	394.2	3457.8	0.8977	0	4.5e-118	0	0.921	0.271	2472	1336	0.977	2599	Itpr3	Calcarius ornatus	198940	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A852B4D3	ITPR	medium	partial	itpr.hmm wins by 390.8 bits (93.8% of 416.8) over 279 profile positions	416.8	26.0	390.8	0.9376	1.1e-124	3.9e-07	1.1e-124	0.104	0.023	279	113	0.996	285	Itpr2_1	Chloropsis cyanopogon	1218682	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A852B776	ITPR	medium	partial	itpr.hmm wins by 417.5 bits (100.0% of 417.5) over 279 profile positions; no ryr.hmm hit	417.5	0.0	417.5	1.0	7.1e-125		7.1e-125	0.104	0.0	279	0	0.997	288	Itpr1_1	Chloropsis cyanopogon	1218682	0	ITPR1 protein (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A852BGW3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.4	105.4	1.0		4.5e-31	4.5e-31	0.0	0.015	0	74	0.974	76	Ryr3_1	Chloropsis cyanopogon	1218682	0	RYR3 protein (Fragment)	RYR	unassigned	itpr_arch_weak=1/5;symbol=RYR	1	Vertebrata	0
